"OSCARS OF THE '70s","$10000","For her portrayal of Greta Ohlsson in a 1974 mystery, this legendary actress scored her third Oscar","Ingrid Bergman"
"TOM WOLFE","$10000","Wolfe coined the term "radical" this in a story on a party for the Black Panthers thrown by Leonard Bernstein","chic"
"GRANADA","$10000","Granada is in this larger region from which the Spanish spoken in the Americas is largely descended","Andalucia"
"ART SCHOOL","$10000","The Stroganov School in Russia specialized in these exquisite artworks for private devotions","icons"
"ASIA","$10000","Now a special administrative region of China, its legal system is based on Portuguese civil law","Macao"
"BALLET","$10000","A flurry of ballerinas performs the "Waltz of the Snowflakes" in this beloved ballet","The Nutcracker"
""GEO"PARDY!","$10000","A petty way of referring to a member of the middle class","a bourgeois"
"ETHICS","$10000","Monistic theories reduce the search for good to one thing, like pleasure in the case of this theory","hedonism"
"LEGISLATIVE LEGACIES","$10000","Galusha Grow was the father of this 1862 law giving Western land to anyone who'd settle & improve it","the Homestead Act"
"COLONIAL AMERICA","$10000","Rather than towns & villages, early Maryland settlers built these medieval estates","manors"
"IN THE SKY","$10000","In 1939 this Russian took the 1st flight of a practical, single-rotor helicopter, & why not?  He built the thing!","Igor Sikorsky"
"WORLD HERITAGE SITES","$10000","A major maritime power from the 10th century, this Italian city is "an extraordinary architectural masterpiece"","Venice"
"YOUR INITIAL RESPONSE IS CORRECT","$10000","This postal abbreviation of the "Old Line State" has been doctored","MD"
"HALOGENS","$10000","All isotopes of astatine, the heaviest halogen, are this, which is why they have half-lives","radioactive"
"FOLKLORE","$10000","In Native American culture, these mythical birds flashed lightning from their eyes & caused storms with their wings","thunderbirds"
"GYMNASTICS","$10000","Women performing this event with no equipment but a mat must make the moves to match the tempo & mood of the music","the free exercise (or floor exercise)"
"STATE CAPITAL NICKNAMES","$10000",""The Bluegrass Capital"","Frankfort"
"DRIVER'S ED.","$10000","(Sarah of the Clue Crew reports)  A good steering wheel position is "9 & 3 o'clock" for cars equipped with these; "10 & 2" is standard for cars without them","air bags"
"IN THE BOOKSTORE","$10000","He wrote books on fishing & hunting, & you might also enjoy his classic "A Farewell to Arms"","Hemingway"
"COMMON BONDS","$10000","The Beastie Boys, a Chrysler model,  Pauline Kael's workplace","New Yorkers"
"WHAT'S UP, DOC?","$10000","The person who takes your x-rays wears a film badge to monitor exposure to this","radiation"
"GERMAN WORDS & PHRASES","$10000","Literally "land behind" in English, this German word refers to a remote or less developed part of a country","hinterland"
