"ANATOMY","$3100","The term for the brain & spinal cord, often abbreviated CNS","Central Nervous System"
"POLITICS","$3100","When he ran for president in 1884, the Democrats called him the "Continental Liar From the State of Maine"","James G. Blaine"
"ENGLISH LIT","$3100","The Baconian theory expounds this","that Francis Bacon wrote Shakespeare's plays"
"REUNIONS","$3100","(<a href="http://www.j-archive.com/media/1998-11-20_DJ_25.jpg" target="_blank">Hey, what's happening?  I'm Mark McGrath of Sugar Ray.  The answer is…</a>)  While touring in 1996, we played with Johnny Rotten & this group who had reunited","the Sex Pistols"
"PRESIDENTIAL CAMPAIGNS","$3100","His run for the presidency produced the pamphlet "United We Stand -- How We Can Take Back Our Country"","H. Ross Perot"
"THE KING AND I","$3100","His fool calls him a fool, saying, "All thy other titles thou hast given away; that thou wast born with"","King Lear"
"LOVE SONGS","$3100","Henry Mancini topped the pop charts just once, with this movie theme heard <a href="http://www.j-archive.com/media/1998-02-13_DJ_26.mp3">here</a>:",""Love Theme From Romeo & Juliet""
"LOVE POEMS","$3100","The poet who wrote, "And I will luve thee still, my dear, till a' the seas gang dry"","Robert Burns"
"LITERARY ADJECTIVES","$3100","Also used of some "bargains", this adjective means "similar to Goethe's soul seller"","faustian"
"SOUTH OF THE EQUATOR","$3100","To visit this windy South American plateau, you may want to bring a Synchilla jacket from the company of the same name","Patagonia"
"SHAKESPEAREAN LAST SCENES","$3100","Shortly before he dies this king laments, "And my poor fool is hang'd!"","King Lear"
