"MUSICALS","$1900","(AUDIO DAILY DOUBLE): Gwen Verdon sang the following song in the original Broadway version of this show: "Whatever Lola wants, Lola gets..."",""Damn Yankees!""
"Y1K","$1900","By a vote of its parliament, the Althing, this island country adopts Christianity","Iceland"
"BEES","$1900","The 3 classes of a honeybee colony","a drone, a queen, and a worker"
"THE 19th CENTURY","$1900","On sale May 1, 1840, the first postage stamp with adhesive on the back had this person on the front","Queen Victoria"
"ROBERT LOUIS STEVENSON","$1900","Written in a matter of weeks in 1881, this pirate tale changed the face of children's literature","Treasure Island"
"BETRAYED!","$1900","This emperor of Mexico was betrayed in 1867 by one of his trusted officers","Maximilian"
"AH, FLORIDA","$1900","The USA's first National Wildlife Refuge, Florida's Pelican Island, was established by this president in the early 20th C.","Teddy Roosevelt"
"IT'S AN HONOR","$1900","A communications building at Sam Houston State University in Texas is named for this alumnus & former CBS News anchor","Dan Rather"
"SPELL-BOUND FOR BROADWAY","$1900","Martin Dysart psychoanalyzes a boy who's been re-creating the centaur myth in this drama","E-Q-U-U-S"
"ROCK 'N' ROLL","$1900","New Wave group heard <a href="http://www.j-archive.com/media/1997-10-20_DJ_08.mp3">here</a> in a 1979 hit:","Blondie"
"PUNCHY WRITERS","$1900","He discussed Ali vs. Foreman in his book "The Fight" & in the 1996 film "When We Were Kings"","Norman Mailer"
"HISTORIC AMERICANS","$1900","In May 1857, 2 months after the Supreme Court ruled against him, this slave & his family were freed","Dred Scott"
"KNIGHTS","$1900","Aptly enough, Prince Philip meets with the other knights of the Thistle in this city","Edinburgh"
"DEATH SENTENCES","$1900","Ernest Hemingway called it "The only art in which the artist is in danger of death"","Bullfighting"
"STATE CAPITALS","$1900","Washington Crossing State Park lies northwest of this capital on the Delaware River","Trenton, New Jersey"
"'50s TV","$1900","On September 18, 1955 the "Toast of the Town" variety series changed its title to this","The Ed Sullivan Show"
"WHAT I DID ON SUMMER VACATION","$1900","Went to Yellowstone & saw this geyser erupt right on schedule, as its name promised","Old Faithful"
"THE CONGRESS","$1900","This Missourian is the House Majority Leader","Richard Gephardt"
"ART","$1900","Botticelli featured members of this prominent family in his "Adoration of the Magi"","The Medicis"
"QUOTATIONS","$1900","In 1936's "An American And France", she wrote, "America is my country and Paris is my hometown"","Gertrude Stein"
"U.S. BUILDINGS","$1900","The Johnson Wax Headquarters, designed by this late American, is on the National Register of Historic Places","Frank Lloyd Wright"
"WORLD LEADERS","$1900","After overthrowing Milton Obote in 1971, he had some 300,000 people killed","Idi Amin"
"AWARDS","$1900","In 1975 this physicist became the first citizen of the Soviet Union to win the Nobel Peace Prize","Andrei Sakharov"
"AGRICULTURE","$1900","The Book of Knowledge calls this tropical fruit the most commonly eaten fruit in the world","Banana"
"MUSIC","$1900","What we call <a href="http://www.j-archive.com/media/1984-10-02_DJ_09.mp3">this</a> singing <u>sans</u> accompaniment:","a capella"
"REACH FOR THE STARS","$1900","Unimaginably dense material is found in these "stars" named for subatomic particles","Neutron stars"
"THE QUEEN'S ENGLISH","$1900","Headlines in the London papers mentioning the "Provos" are referring to them","the Provisional IRA"
"ODDS & ENDS","$1900","(Alex: And to help set up the clue, please welcome Broadway's "Phantom of the Opera", Howard McGillen)  Act I of "Phantom of the Opera" ends with this fixture crashing to the stage","Chandelier"
