"HISTORIC TABLOID HEADLINES","$2300","Her 1536 demise was covered in "Anne Affair to Remember: Queen Loses Head Over Her Brother!"","Anne Boleyn"
"ZOO LAND","$2300","Attica zoological park","Greece"
"ABBREVIATIONS","$2300","To a psychologist:            ADD","Attention Deficit Disorder"
""C" IN GEOGRAPHY","$2300","The Malebo Pool, also known as The Stanley Pool, is a shallow lake formed by this river","Congo River"
"SHAKESPEERS","$2300","The Duke of Venice summons this title character to help him deal with the threat of a Turkish attack","Othello"
"JULIUS CAESAR SALAD","$2300","This 5-word line spoken by the soothsayer is a quote from Shakespeare's "Julius Caeser"",""Beware the ides of March""
"ORGANIZATIONS","$2300","Its slogan is "When You Can't Breathe, Nothing Else Matters"","American Lung Association"
"COME TO YOUR CENSUS","$2300","The Census Bureau is a part of this U.S. government department","the Department of Commerce"
"STATE CAPITALS","$2300","Three Mile Island is located 10 miles south of this state capital","Harrisburg, Pennsylvania"
"PHYSICS","$2300","It's the study of the nature & behavior of light, & also the title of an Isaac Newton treatise","optics"
"MUSICAL INSTRUMENTS","$2300","In a famous opera, the Queen of the Night gives Tamino this instrument","The Magic Flute"
"HORSE BREEDS","$2300","Missouri has a fox-trotting horse & this state has a walking horse","Tennessee"
"THE HOLE TRUTH","$2300","Asian location where a notoriously horrible event took place on the night of June 20, 1756","the Black Hole of Calcutta"
"CONGRESSIONAL BEFORE & AFTER","$2300","Kentucky senator who ran for president as a Republican & Whig but lost to "American Idol" Ruben Studdard","Henry Clay Aiken"
"MATH","$2300","For a line, this is defined as the ratio of vertical to horizontal distance it covers","slope"
"ACTORS & ACTRESSES","$2300",""Star Trek" star heard here:","Leonard Nimoy"
"WEAPONS OF THE OLD WEST","$2300","The Sharps "Big Fifty" was this type of gun named for an unfortunate animal","buffalo gun"
"PROVERBS","$2300",""He that has many of these" finds that some of them will cool","irons in the fire"
"BEST PICTURES IN OTHER WORDS","$2300","1945: "Saturday & Sunday Gone Astray"","Lost Weekend"
"NEW MEXICO","$2300","Most of what is now New Mexico was ceded to the U.S. in 1848 through this treaty that ended the Mexican War","the Treaty of Guadalupe Hidalgo"
""BERT"DAYS","$2300","A warrior ruler: July 11, 1274 in Ayrshire","Robert the Bruce"
"MOVIE DIRECTORS","$2300","(VIDEO DAILY DOUBLE): Director seen here: (walking two dogs)","Alfred Hitchcock"
"LANGUAGES","$2300","It's the only Slavic language that is an official language of the United Nations","Russian"
