"BREAKING NEWS","$3600","Senator Obama attended the 2006 groundbreaking for this man's memorial, 1/2 mile from Lincoln's","Martin Luther King"
"ENERGY","$3600","(<a href="http://www.j-archive.com/media/2010-11-04_DJ_22.wmv">Jimmy of the Clue Crew demonstrates.</a>) When 1-pound steel spheres are smashed together, enough heat is generated to burn a hole in paper, illustrating the conversion of this type of energy into heat energy","mechanical (kinetic accepted)"
"ISN'T THAT SPATIAL?","$3600","Especially in the form of a tower with several stories, it's a Buddhist temple with upwardly curving roofs","a pagoda"
"IMMIGRANTS","$3600","This woman who defended capitalism in her novels came to the U.S. from the USSR in 1926","Ayn Rand"
"MODERN LITERATURE","$3600","He died in 1922 before the last 3 volumes of his "Remembrance of Things Past" were published","Marcel Proust"
"LITTLE-USED WORDS","$3600","An horologe is any device that gives you this information","time"
"BRAND "X"","$3600","Lesney Products, a London die-casting business, introduced this toy brand in 1953","Matchbox"
"GET YOUR "B.A."","$3600","The introduction of ironworking around 1100 B.C. brought it to an end","the Bronze Age"
"THE NFL","$3600","When a team switched cities in 1988, this new full team name contained 2 birds, one real & one mythic","the Phoenix Cardinals"
"WE'VE GOT DESIGNS ON BROADWAY","$3600","Peter Foy revolutionized stage flying with the "inter-related pendulum" he designed for this 1954 musical","Peter Pan"
"GOVERNMENT & POLITICS","$3600","The Bureau of Land Management is part of this cabinet department","Department of the Interior"
"LITERARY CHARACTERS","$3600","Ironically, Henry Fleming gets this title reward in an 1895 novel after being struck by a comrade during a retreat","the Red Badge of Courage"
"SHOCKING ART","$3600","His mural at Rockefeller Center was destroyed because it included a depiction of Lenin","Diego Rivera"
"GO","$3600","Of countries entirely within Asia, it was the first with a railway system","India"
"BRITANNICA","$3600","Number of Henrys who ruled England between 1000 & 1600 A.D.","8"
"DENTIST-SPEAK","$3600","(<a href="http://www.j-archive.com/media/2009-10-13_DJ_17.wmv">Kelly of the Clue Crew shows an anatomical animation on the monitor.</a>)  In a root canal procedure, the tooth is refilled with a synthetic material after <a href="http://www.j-archive.com/media/2009-10-13_DJ_17.jpg" target="_blank">this</a> sensitive innermost layer of the tooth is removed","the pulp"
"WHO'S SPEAKING IN SHAKESPEARE?","$3600",""For I am he am born to tame you, Kate"","Petruchio"
"DID WE PLANET THAT WAY?","$3600","The root of this planet's name means "god-father"","Jupiter"
"REMEMBERING ARTHUR MILLER","$3600","Speaking of this play, Miller said, "The threat of this kind of hysteria is never really gone.  It's with us always"","The Crucible"
"MOLECULAR BIOLOGY","$3600","Chromosomes carry these basic unis of heredity, not discovered by Levi Strauss","genes"
"ART "C"","$3600","This 19th century British landscape artist painted "Cloud Studies" & "The Haywain"","John Constable"
"FARGO","$3600","With this state's Moorhead, Fargo forms a metro area of about 180,000","Minnesota"
"THE 1400s","$3600","Portuguese sailors crossed this line & found that the ocean didn't boil there, as was thought","equator"
"GOTTA HAVE "PUL"","$3600","From the Latin for "dust", it means to grind into dust","pulverize"
"FIRST-PERSON NARRATORS","$3600",""It was when curiosity about Gatsby was at its highest that the lights in his house failed to go on..."","Nick Carraway"
"12-LETTER WORDS","$3600","It can mean one's physical health or a 1787 document","constitution"
"LITTLE GREEN MEN","$3600","It features the author of "Notes on the State of Virginia"","the two-dollar bill"
"SOUTH AMERICAN COUNTRIES","$3600","Its name is Spanish for "Little Venice"","Venezuela"
"ENDINGS","$3600","Ending being celebrated in the Alfred Eisenstaedt photograph seen here: [video clue]","End of the Second World War"
"WHAT A STATE I'M IN","$3600","I feel like a lover in this state that's named for England's celibate queen, Elizabeth I","Virginia"
"THE SCHOOL PLAY: ROMEO AND JULIET","$3600","As the cast party broke up, the director quoted, "Good night, good night!  Parting is such" this","sweet sorrow"
"LIVED BY THE SEA","$3600","The fur seals of the Pribilof Islands not only live by this sea, they also live in it","the Bering Sea"
