"STATE: THE OBVIOUS","$5400","This state's name includes the name of the country that was the top destination for U.S. tourists in 2001","New Mexico"
"PATTON PENDING","$5400","On Dec. 26, 1944 Patton's forces relieved this town in Belgium's Ardennes; the Germans were driven out in Jan.","Bastogne"
"WORLD CAPITALS","$5400","(<a href="http://www.j-archive.com/media/2005-09-15_DJ_09.jpg" target="_blank">Christiane Amanpour of CNN delivers the clue.</a>)  In 1992 I reported from the shores of this African capital when the U.S. military launched Operation: Restore Hope","Mogadishu"
"WORD ORIGINS","$5400","This adjective that means "behaving disobediently or mischievously" comes from the Old English for "nothing"","naughty"
"WORLD CAPITALS","$5400","Emperor Menelik II established this city whose name means "new flower"","Addis Ababa"
"MOVERS & SHAKERS","$5400","Roberto Clemente died flying supplies to this quake-stricken country in 1972","Nicaragua"
"THE STYLE OF ELEMENTS","$5400","Make no bones about it, it's the fifth most abundant element in both the earth's crust & the human body","calcium"
"PHOTOGRAPHY","$5400","He first took an interest in photography during a family trip to Yosemite in 1916","Ansel Adams"
"NOVEL CHARACTERS","$5400","The heroine of this 1722 novel is born in Newgate Prison, where her mother is incarcerated","Moll Flanders"
"ENDS IN "GHT"","$5400","Samuel F.B. Morse could have told you that it's a past tense & a past participle of work","wrought"
"THE WILD & WOOLLY 1800s","$5400","France got this territory back in 1800 & turned around & sold it to the U.S. a few years later","Louisiana"
"ALBUM TITLE REFERENCES","$5400","U2: Yucca brevifolia","Joshua Tree"
