"CONSTITUTIONAL AMENDMENTS","$6000","Under the 5th Amendment, 1 of the 3 things that no person shall be deprived of "without due process of law"","life (or liberty or property)"
"WHO'S AFRAID OF VIRGINIA WOOLF?","$6000","This 1928 title character begins as a man & ends, almost 400 years later, as a young woman (but not in Florida)","Orlando"
"LEWIS & CLARK","$6000","(<a href="http://www.j-archive.com/media/2006-02-27_DJ_25.jpg" target="_blank">Sarah of the Clue Crew reports from Columbia Gorge Discovery Center, Oregon.</a>)  The explorers got invaluable directions from the Indian tribe Lewis called <a href="http://www.j-archive.com/media/2006-02-27_DJ_25a.jpg" target="_blank">"Pierced Nose"</a> & we know as this","the Nez Perce Indians"
"ROUGH POLITICS","$6000",""If anyone wants to (follow) me, go ahead.  They'd be very bored", this politician said in 1987; they did, & they weren't","Gary Hart"
"WHAT IS IT ABOUT HIM?","$6000","He sure has this quality that Pierre de Maricourt studied in lodestone","magnetism"
"SCIENTISTS","$6000","In 1869 this Russian chemist predicted the properties of 3 undiscovered elements based on his periodic law","(Dmitri) Mendeleev"
"SCIENCE "T"ALK","$6000","It's the second of the 3 main sections of an arthropod's body","the thorax"
"VILLES DE FRANCE","$6000","The Papal Palace is a landmark in this capital of the Vaucluse Department","Avignon"
"BEFORE & AFTER GOES TO THE MOVIES","$6000","Josh Brolin, Tommy Lee Jones & Javier Bardem go to Alaska to get love advice from Anne Heche in this movie-TV hybrid","No Country for Old Men in Trees"
"LITERARY CROSSWORD CLUES "S"","$6000","What "Requiem for a Nun" is to "Sanctuary" (6)","a sequel"
"GUESS WHO'S COMING TO DINNER?","$6000","(<a href="http://www.j-archive.com/media/2002-09-06_DJ_15.jpg" target="_blank">Hi, I'm Leonard Maltin.</a>) At the end of the deli scene, director Rob Reiner's mother has this romantic comedy's funniest line","When Harry Met Sally..."
"COLONIAL WILLIAMSBURG","$6000","(<a href="http://www.j-archive.com/media/2008-09-08_DJ_30.jpg" target="_blank">Kelly of the Clue Crew reads from inside the Capitol Building in Williamsburg, VA.</a>)  Founded in Jamestown in 1619, this group that met here in Williamsburg's capitol in the 1700s was the first representative legislative body in America","the House of Burgesses"
"FIRST & LAST NAME, PLEASE","$6000","American author: ____ Rice ____","Edgar Rice Burroughs"
"EPONYMS","$6000","When forced into retirement, this Anglican clergyman reportedly said, "It came as a blushing crow"","(Reverend William Archibald) Spooner"
"PLAY DATES","$6000","In 1955 impatient Dodger fans got a title & the theater got the Tennessee Williams play about an impatient woman","Cat on a Hot Tin Roof"
"MUSEUMS","$6000","There are museums devoted to this writer in Nairobi, Kenya & in Rungstedlund, Denmark","Isak Dinesen (aka Karen Blixen, author of Out of Africa)"
"LITERATURE","$6000","After Christian's death in an 1897 drama, this title character still acts as a platonic friend to the widow","Cyrano de Bergerac"
"U.S. HISTORY","$6000","1967 saw the amendment on presidential succession pass & this future V.P. become governor of Maryland","Spiro Agnew"
