"LIT ON FILM","$1700","Rumpelstiltskin is a character in the 1962 fantasy "The Wonderful World of" these German brothers","the Grimm brothers"
"BARTLETT'S FAMILIAR QUOTATIONS","$1700",""You furnish the pictures & I'll furnish the war"","William Randolph Hearst"
"WORLD GEOGRAPHY","$1700","This sea provides most of Turkey's northern border","Black Sea"
"CROSSWORD CLUES "M"","$1700",""La boheme" femme (4)","Mimi"
"LITERATI","$1700","He succeeded Margaret Fuller as editor of the transcendentalist journal The Dial in 1842","Ralph Waldo Emerson"
"ONGOING MILITARY CONFLICTS","$1700","This South American country vs. the ELN, AUC & FARC","Colombia"
"MR. T","$1700","He was among the first students when the St. Petersburg Conservatory opened in 1862","Tchaikovsky"
"WORD PLAY","$1700","Insert a consonant in “round” & you get this word that also means round","rotund"
"ASTRONOMY","$1700","In 1610 he published his discovery of 4 moons of Jupiter in "The Starry Messenger"","Galileo"
"THAT'S MY SCHOOL!","$1700","We wonder if his famous sandals are required footwear at the Chicago school of podiatric medicine named for him","Dr. Scholl"
"AT THE MOVIES","$1700","The name of this 1973 Martin Scorsese movie set in Little Italy can refer to any tough Urban area","Mean Streets"
"GOOD DOGGIE","$1700","Garm, a hound in Norse mythology, is often compared to this canine of Greek mythology","Cerberus"
"THE COUNTRY'S NATIONAL HOLIDAY","$1700","November 3: Separation Day, commemorating its 1903 split with Colombia","Panama"
"THE 1920S","$1700","In 1926, this Kuomintang leader launched the Northern Expedition against the warlords of Northern China","Chiang Kai-shek"
"SIGNS & SYMBOLS","$1700","It's the type of cross seen <a href="http://www.j-archive.com/media/2007-05-22_DJ_26.jpg" target="_blank">here</a>; you'd think it would be on the flag of an island country","a maltese cross"
"THAT'S ANCIENT HISTORY, MAN","$1700","In 1480 Ivan III announced Russia's independence from these peoples","Mongols/Tartars/Golden Horde"
"PRESIDENTIAL MEDICAL RECORDS","$1700","He kept secret the fact that he lost sight in his left eye during a boxing match with a White House aide","Theodore Roosevelt"
"LET'S PUT ON A PLAY","$1700","Your cousin might know a friend of the roommate of a nephew of the lawyer of John Guare, who wrote this 1990 play","Six Degrees of Separation"
"IT CAME FROM SEATTLE","$1700","The Melvins, heard here, were an early band in this rock genre that swept America in 1992:","Grunge"
"HISTORIC HEARTTHROBS","$1700","Musical instrument in common to the heartthrobs seen <a href="http://www.j-archive.com/media/1997-11-14_DJ_23.jpg" target="_blank">here</a>:  [Harry Connick, Jr. & Franz Liszt]","piano"
"PEOPLE IN HISTORY","$1700","Ludovico Sforza, a duke of this city, was so dark he was nicknamed Il Moro, "The Moor"","Milan"
"WHAT THEY WORE","$1700","Patrick Singleton, this country's only man in the 2002 winter games, aptly wore shorts to the opening ceremonies","Bermuda"
"NO LONGER AN OLYMPIC SPORT","$1700","Last won by Great Britain in 1920, this team sport required moving the opposing team 6 feet forward","Tug-of-War"
"CLASSICAL MYTHOLOGY","$1700","Urania is usually described as the muse of this science","astronomy"
"DISEASES","$1700","The first outbreak of this serious form of pneumonia occurred in Southeastern China in November 2002","SARS (Severe Acute Respiratory Syndrome)"
"SCIENCE","$1700","In the 1940s this Nobel Prize winner & vitamin C advocate studied the structure of antibodies","Linus Pauling"
"POETS & POETRY","$1700","Shelley wrote, "Chameleons feed on light and air; poets' food is" this emotion "and fame"","love"
"ALSO AT THE 2000 GRAMMYS","$1700","Burning Spear won for Best Album in this musical category with "Calling Rastafari"","Reggae"
"AUTHORS","$1700","When she met President Lincoln, he said, "So this is the little lady who made this big war"","Harriet Beecher Stowe (Uncle Tom's Cabin)"
"WHAT CABINET DEPARTMENT?","$1700","The Drug Enforcement Administration","Justice"
"A NUMBER FROM 1 TO 10,316","$1700","It's the square root of 100,000,000","10,000"
"THE 2004 PRESIDENTIAL RACE","$1700","In a July 23 speech to this league, the President asked if the Democrats take black voters for granted","the National Urban League"
"MOVIE QUOTES","$1700","1998: "We're supposed to be in color!"","Pleasantville"
"AMERICA'S MOST HAUNTED","$1700","The white-haired ghost of this fiery leader walks alongside a black dog at Harpers Ferry in West Virginia","John Brown"
"JOIN THE CLUB","$1700","(VIDEO DAILY DOUBLE): This founder of the famous Literary Club was painted by fellow founder Joshua Reynolds","Samuel Johnson"
"AIRSHIPS","$1700","He began construction of his first airship in June 1898 in a wooden hangar on Lake Constance","(Count) Zeppelin"
"TOUGH TV TRIVIA","$1700","Heard <a href="http://www.j-archive.com/media/1990-11-12_J_23.mp3">here</a>, the theme to this 1990 series has an air of mystery","Twin Peaks"
"WORLD GEOGRAPHY","$1700","The Neman River, Lithuania's longest, begins in Belarus & empties into this sea","Baltic Sea"
"HAIL TO THE CHIEF","$1700","In May 1846, 14 months after Polk took office, the U.S. declared war on this country","Mexico"
"NAME THE MOVIE","$1700","1970: "All you have to do is hold the chicken, bring me the toast, give me a check for the chicken salad sandwich..."","Five Easy Pieces"
"WHAT'S "UP"?","$1700","Theatrical term meaning to draw attention to oneself at the expense of another","To upstage"
"PEOPLE","$1700","(Alex: To read the clue, now appearing in "The Royal Tour", please welcome Dame Edna Everage)  England's current royal family belongs to the House of this; it's also the name of a castle","Windsor"
"HISTORIC AMERICANS","$1700","In 1870 this New York Tribune publisher helped found Union Colony, Colorado, later renamed for him","Horace Greeley"
"AIRPLANES","$1700","(Jimmy of the Clue Crew at the Museum of Flight in Seattle)  The plane whose usual call sign was SAM 970 was called this when the president flew on it","Air Force One"
