"ARTISTS' RETREATS","$2800","The patronage of Mabel Dodge Luhan made an artists' magnet of this town 55 miles from Santa Fe","Taos, New Mexico"
"12-LETTER WORDS","$2800","Term for the fear or hatred of Gallic culture","francophobia"
"THE SHAPE OF THINGS","$2800","It's another term for a spiral, especially when talking about spiraled strands of DNA","a helix"
"NAME THE JAMES","$2800","...who warned that the Americas are "not to be considered as subjects for future colonization"","(James) Monroe"
"GARDENS","$2800","In 1913 his wife Ellen planted the first actual rose garden in the White House's West Garden","(Woodrow) Wilson"
"WORD & PHRASE ORIGINS","$2800","Once eaten only on Church holy days, this fish's name is from English & Dutch words for "holy flatfish"","halibut"
"MASSACHUSETTS GENERAL HOSPITAL","$2800","(Sarah of the Clue Crew is in front of another piece of apparatus.)  Massachusetts General is one of the first hospitals to make genetic testing standard in cancer treatment.  Robotics allow the processing of up to 96 samples at once so doctors can immediately target patients with these changes in DNA sequence","mutations"
"PUT OUT THE GOOD SILVER","$2800","Silver is second only to gold in ductility & this, the ability to be hammered into thin sheets","malleability"
"LITERARY BEFORE & AFTER","$2800","Sun Tzu meets Tolstoy on the battlefield in this classic strategy meets storytelling merger","The Art of War and Peace"
"PICTURE "D"IS","$2800","<a href="http://www.j-archive.com/media/2011-04-13_DJ_21.jpg" target="_blank">This</a> prominent 19th-century Englishman was an author as well as a politician","Disraeli"
"5, 5","$2800","It's the only Dickens novel that fits the category","Bleak House"
"WHO CARRIED THE STATE?","$2800","Massachusetts, 1972","George McGovern"
"FORBES' RICHEST PEOPLE","$2800","The appropriately named Li Ka-shing is the richest man from this island territory that changed hands in 1997","Hong Kong"
"NON-ROMAN EMPERORS","$2800","As the mighty emperor of the Incas in 1532, Atahualpa faced 180 soldiers led by this Spaniard","Pizarro"
"KING OF THE "HILL"","$2800","A great Greek warrior, or a tendon attached to the heel","Achilles"
"THE ZODIAC SIGN THAT'S...","$2800","The lucky possessor of 4 hooves & 2 arms","Sagittarius"
"FIRST LADIES","$2800","Her feelings about thespians might have been improved when Sarah Bernhardt reportedly saved her life in 1880","Mary Todd Lincoln"
"WALTER WORLD","$2800","In 2002 he replaced the late Paul Wellstone in the Minnesota Senate race","Walter Mondale"
"CLASSICAL COMPOSERS","$2800","His family was Jewish but his father became a protestant & added Bartholdy to the last name","Felix Mendelssohn"
"ANATOMY & MEDICINE","$2800","It's also called the auditory tube, & when it's blocked, an earache can result","eustachian tube"
"BET YOU DIDN'T SEE THAT ONE COMING","$2800","In 1533 this Spaniard got a healthy ransom for Atahualpa but surprise! executed the Incan ruler anyway","(Francisco) Pizarro"
"EXPLORERS","$2800","After studying medicine in the 1830s, this explorer & missionary hoped to be sent to China but ended up in Africa instead","Dr. (David) Livingstone"
"TITLE WAVE","$2800","The title of this novel by Edith Wharton doesn't refer to an actual home; it's from Ecclesiastes 7:4","The House of Mirth"
"WWI","$2800","WWI's first declaration of war was July 28, 1914 when Austria-Hungary declared war on this country","Serbia"
""M"MMM GOOD","$2800","(<a href="http://www.j-archive.com/media/2005-02-11_DJ_28.jpg" target="_blank">Jimmy of the Clue Crew stands in a vinyard holding a cluster of grapes.</a>)  <a href="http://www.j-archive.com/media/2005-02-11_DJ_28a.jpg" target="_blank">This</a> grape, an early-ripening alternative to cabernet, has become popular with California vinters and drinkers","merlot"
"REMEMBER 2008?","$2800","The World Court prosecutor applied for an arrest warrant against this African country's President Al-Bashir","Sudan"
"THE DUSTIN HOFFMAN FILM FESTIVAL","$2800","1970: "I have a horse... and four wives"","Little Big Man"
"BUSINESS PEOPLE","$2800","Ingevar Kamprad, a Swedish farmer's son, founded & put his initials in the name of this furniture store","IKEA"
"SPEECH!  SPEECH!","$2800","On July 4, 1939 he gave a famous farewell speech in the Bronx","Lou Gehrig"
"ALMOST ASSASSINATED","$2800","August 22, 1962 when his limousine was attacked near Paris","Charles de Gaulle"
"ARCHITECTURE","$2800","He designed the geodesic dome for the United States pavilion at Expo '67 in Montreal","(Buckminster) Fuller"
"COMMON BONDS","$2800","David's stone; hash; a hammock","things that are slung"
"MEASURE FOR MEASURE","$2800","(<a href="http://www.j-archive.com/media/2008-12-19_J_30.jpg" target="_blank">Jimmy of the Clue Crew shows a long photograph of a horse race.</a>)  This horse racing term is actually an approximation of the measure of a horse from nose to tail, around 8 feet; in the photo from 1973's Belmont Stakes, you can see Secretariat won by 31 of them","a length"
"CROSSWORD CLUES "F"","$2800","Dangerously attractive woman (5, 6)","a femme fatale"
"FORESTS","$2800","Mineral springs in this Belgian forest have made the town of Spa a popular health resort for 500 years","the Ardennes"
