"TRIALS OF THE CENTURY","$1400","Evidence of this man's guilt in a famous 1935 kidnapping case included finding ransom money at his house","Bruno Hauptmann"
"HAIRY","$1400","The short hairstyles worn by the men who fought the Cavaliers in 17th C. England earned them this name","the Roundheads"
""IRA"","$1400","The Motion Picture Association of America says this cost producers, theater owners, etc. $18.2 billion in 2005","piracy"
"“SAINTS”","$1400","Chorea, as in choreographer, is a condition associated with rheumatic fever formerly called this","St. Vitus (Dance)"
"ANNUAL EVENTS","$1400","Dancers clomp around in wooden shoes at the Holland, Michigan festival honoring this flower","the tulip"
"LITERARY OPENINGS","$1400",""It was a pleasure to burn."",""Fahrenheit 451""
"EUGENE O'NEILL","$1400","This epic O'Neill work is based partly on the "Oresteia" of Aeschylus","Mourning Becomes Electra"
"FIRST NAMES","$1400","The Claus in Santa Claus came from this name","Nicholas"
"PUNCTUATION","$1400","Suspension points is another term for this indication of a pause","an ellipsis"
"FRENCH HISTORY","$1400","Henri Petain was a hero for the victory at this fortress in 1916, at a cost of over 500,000 French casualties","Verdun"
"FIRST NOVELS","$1400","I order you to name this first novel by Pat Conroy about tough Marine Corps colonel Bull Meecham",""The Great Santini""
"LAKES & RIVERS","$1400","Allahabad, India is a holy city located at the junction of the Jumna River & this more famous one","the Ganges"
"AMERICAN SHORT STORIES","$1400","The Edward Everett Hale title character known as this "Died on board U.S. Corvette Levant"",""The Man Without a Country" (Philip Nolan)"
"COLLEGE FOOTBALL","$1400","The university of this state was the fitting 1999-2000 champion of the Big Sky Conference","Montana"
"ANCIENT ROME","$1400","It's believed the Romans turned against the ruling Etruscans after Sextus Tarquinius raped her","Lucretia"
"THE HUMAN ELEMENT","$1400","A 300-pounder contains 54 pounds of this building block of life","carbon"
""EL"-WAY","$1400","There are books called these "Of Style", "Of Editing" & "Of Grammar"","The Elements"
""AW", SHUCKS","$1400","Cartoon character seen here: (his sidekick was Baba Looey)","Quick Draw McGraw"
"THE 7 ANCIENT WONDERS","$1400","It stood over 440 feet tall on the Island of Pharos","the Lighthouse (of Alexandria)"
"LITERARY "EL" MEN","$1400","Cousins Fredric Dannay & Manfred B. Lee used this pseudonum as authors & as the name of their popular detective","Ellery Queen"
"FABLES & TALES","$1400","Story from which come the replies: "Not I," said the duck; "Not I," said the cat; "Not I," said the dog","The Little Red Hen"
"ALSO AN AIRLINE","$1400","This model was Lincoln's first front-wheel drive car","Continental"
"INGRID BERGMAN","$1400","At Ingrid's funeral service, a lone violin played this song from a film she starred in",""As Time Goes By""
"1970s LEADERS","$1400","The fall of this city came April 30, 1975 when president Dong Van Minh surrendered it","Saigon"
"SCIENCE GUYS","$1400","In 1938 Mussolini let him travel to Sweden to receive his Nobel Prize for Physics; he then defected to the U.S.","(Enrico) Fermi"
"SIMILES","$1400","After a bad night, change the meaning of this common simile by adding "I woke up every hour crying"","I slept like a baby"
"MEDICINE MEN","$1400","In 1895 he began replacing hypnosis as a form of therapy with free association","Sigmund Freud"
"NAME THE YEAR","$1400","The United Nations officially came into existence on October 24 of this year","1945"
"SCIENCE GRAB BAG","$1400","With a category 5 hurricane, you can expect one of these alliterative consequences 18 feet above normal tide","storm surge"
"TURTLES & TORTOISES","$1400","The genus Kinixys includes the only turtles with a hinge on this, the upper shell","the carapace"
"AMERICAN CITIES","$1400",""Cross and Sword", Florida's official state play, was created to reenact this city's founding in 1565","St. Augustine"
""B"-'52s","$1400","Opposing Ben-Gurion, this future Israeli PM led a protest against accepting German reparations","Menachem Begin"
"ARCHAEOLOGY","$1400","On his 1798 conquest of Egypt, this man brought many scholars to study its antiquities","Napoléon"
"SOUNDS GEOMETRIC","$1400","(<a href="http://www.j-archive.com/media/2011-03-28_J_20.wmv">Kelly of the Clue Crew reports from Microsoft Research in Redmond, WA.</a>)  Microsoft surface uses multiple cameras to find my finger position with this geometric technique where two known points lead to the location of an unknown","triangulation"
"SCARY MOVIE SEQUELS","$1400",""The Dream Child" was the subtitle to the fifth installment in this series","Nightmare on Elm Street"
"PUBLISHING","$1400","Puffin & Firebird are young readers imprints of this publisher","Penguin"
"MEDICAL "T" TIME","$1400","Mozart wrote about eating pork cutlets before his final illness, which led to a 2001 theory that he died of this","trichinosis"
"AUTHORS","$1400","Rudyard Kipling wrote "The Arrest of Lieutenant Golightly" & he created Holly Golightly","Truman Capote"
"NUMBER PLEASE","$1400","Number of U.S. states that begin with the letter I","four"
"HAVE A RETREAT","$1400","Following the fall of France in this year, the Royal Navy evacuated over 300,000 troops from Dunkirk","1940"
""PEP" BOYS","$1400","It's odd that Charlemagne, the son of this 8th century ruler, was unusually tall","Pepin the Short"
"HISTORIC NAMES","$1400","It's the name shared by an Irish revolutionary & the pilot of the command module during the first moon landing","Michael Collins"
"SCIENCE & NATURE","$1400","Collectively, argon, helium, krypton, neon, radon & xenon are known by this "heroic" name","Noble gases"
"BILL MURRAY FILM QUOTES","$1400",""I've been stabbed, shocked, poisoned, frozen, hung, electrocuted & burned... I am an immortal"","Groundhog Day"
"CAPITAL "K"s","$1400","A Caribbean capital or the first capital of the State of New York","Kingston"
"CHAIN STORE","$1400","The curly hair of founder Paul Orfalea gave this business-service chain its name","Kinko's"
"AT 33","$1400","On May 29, 1953 he literally found himself on top of the world, along with his guide","(Edmund) Hilary"
"GEMSTONES","$1400","The Aztecs prized this blue-green gemstone & a double-headed serpent mosaic of it is an icon of their art","turquoise"
"DROP DEAD DIVA","$1400","This jazz diva who sang "Strange Fruit" was just 44 and under arrest in her hospital bed when she passed away in 1959","Billie Holiday"
"JOHN GRISHAM BOOKS","$1400","Tulane law student Darby Shaw writes this title object of a 1992 Grisham page turner","The Pelican Brief"
"HISTORIC NAMES","$1400","American flags flew at half-mast when this Frenchman died in Paris May 20, 1834","Marquis de Lafayette"
"BACTERIOLOGY","$1400","Clostridium tetani typically affects the masseter muscle, which controls the movement of this body part","the jaw"
"WITCHCRAFT","$1400","Title of a B'way play & also a Jimmy Stewart film, these 3 items are part of a Catholic rite concerning witches","bell, book & candle"
"DANISH","$1400","The Danish town of Tonger has a library & school for this language; it's only 4 miles north of the border","German"
"COLLECT THE WHOLE SERIES","$1400","98 CDs, running over 100 hours, contain Arkangel Productions' versions of all 38 of these","the complete plays of Shakespeare"
"CHURCHILLIAN PONDERINGS","$1400","In a speech on this town in northern France: "We shall fight on the beaches... we shall never surrender"","Dunkirk"
"THE CONSTANT GARDENER","$1400","This flower whose name is Latin for "small sword" comes in colors ranging from pure white to deep red","gladiola"
"CHECK THE NEWSPAPER","$1400","In 1889 Dow Jones changed the name of its daily business newsletter to this","The Wall Street Journal"
"THE OLYMPICS","$1400","The opening ceremony for the 1994 Winter Olympics in this city was conducted by King Harald V","Lillehammer, Norway"
"TEXT MESSAGING","$1400","Christian gives Roxane a letter saying he loves her "beyond measure"; this title character actually wrote it","Cyrano de Bergerac"
"ARTISTS","$1400","His work, seen here, was influenced by his Jewish upbringing in Russia: ("The Fiddler")","Marc Chagall"
""PIT"TER, "PAT"TER","$1400","Now a governor, he was once the mayor of Peekskill","(George) Pataki"
"LATIN CLASS","$1400","For most adjectives, adding -issimus to the stem gets you this form","the superlative"
"FROM PAGE TO SCREEN","$1400","2 flims with this title got Oscar nominations, one based on a Dreiser novel, the other on a Stephen King book","Carrie"
"'80s TV","$1400","This '80s detective show used the same production facilities in Hawaii that were used for the old "Hawaii Five-O"","Magnum, P.I."
"STATE CAPITAL IDEAS","$1400","Originally Le Fleur's Bluff, it was renamed for a war hero who would become president","Jackson (Mississippi)"
"IN THE "O" ZONE","$1400","Known in 1846 as Smithfield, Washington, it was renamed in 1850 for some nearby mountains","Olympia"
"FILL IN THE (BLANK)","$1400",""What evil looks had I from old and young instead of the cross the (blank) about my neck was hung"","the albatross"
""M"ENAGERIE","$1400","This amphibious rodent is named in part for the odor produced by its perineal glands","a muskrat"
"LITERARY TRANSLATIONS","$1400","The magical "El Amor en los Tiempos del Colera"","Love in the Time of Cholera"
"WOMEN DIRECTORS","$1400","Nick Nolte & Amy Irving earned Oscar nominations for films directed by & co-starring this woman","Barbra Streisand"
"THE PRESIDENT'S ON TV!","$1400","Month & year the following address was delivered <i>This government, as promised, has maintained the closest surveillance of the Soviet military buildup on the island of Cuba</i>","October 1962"
"U.S. STAMPS","$1400","Part of the "Celebrate the Century" series, the stamp seen <a href="http://www.j-archive.com/media/2004-10-21_DJ_14.jpg" target="_blank">here</a> honored the first observance of this in the 1970s","Earth Day"
"FAMOUS FEMALES","$1400","In 1999 the thousand-megawati smile of Megawati Sukarnoputri helped make her vice president of this country","Indonesia"
"STATES' LOWEST POINTS","$1400","The highest lowest point of the 50 states is 3,350 feet above sea level in Yuma County in this state","Colorado"
""NEW" ENGLAND","$1400","Edward Lear could tell you this small Maine town bears the name of an Irish seaport on the Shannon River","New Limerick"
"PROUD TO BE A SECRETARY","$1400","During the War of 1812, this future president pulled double duty as Secretary of State & of War","Monroe"
"WE, THE JURY","$1400","A lawyer's rejection of a prospective juror, it may be "for cause" or "peremptory"","a challenge"
"STORY SPOILERS","$1400","Sherlock Holmes discovers a cane, then a family curse.  Howling is heard.  The culprit drowns on the moors","The Hound of the Baskervilles"
"4-LETTER RIVERS","$1400","Steubenville was laid out on this river in 1797","the Ohio"
"ARACHNIDS","$1400","The smallest arachnid at .0003 inches in length, its name is synonymous with a tiny amount","a mite"
"THANKS FOR THE MEMOIRS","$1400","This cancer survivor tells of his "Journey Back to Life" in "It's Not About the Bike"","Lance Armstrong"
"ALFRED HITCHCOCK","$1400","Hitch's movie that contains the line "No one ever comes here unless they've gotten off the main highway"","Psycho"
"CHARACTERS IN DICKENS BOOKS","$1400","Dick Swiveller, Kit Nubbles, Little Nell Trent",""The Old Curiosity Shop""
"THE ALPHABET","$1400","THEY'RE ALSO CALLED MAJUSCULES & YOU'RE LOOKING AT THEM","capital letters (or upper case letters)"
"10-LETTER WORDS","$1400","The only continent that fits the category","Antarctica"
"UNIVERSAL TRUTH","$1400","Observations from this, launched in 1990, revealed galaxies older than astronomers expected","the Hubble (Space) Telescope"
"IS THERE A DOCTOR IN THE HOUSE?","$1400","A specialist in this 9-letter field treats diseases like Alzheimer's, Huntington's & MS","neurology"
"STEINBECK","$1400","In creating Ethan for this book, Steinbeck was thinking of "Richard III"",""The Winter of Our Discontent""
"WORN OUT","$1400","They were once measured in buttons; a one-button was wrist length, a 16-button, formal length","gloves"
"FOLLOW THE LEADER","$1400","It's the military rank of the head of state of Libya","Colonel"
"NOUN TO VERB","$1400","When launched in 1998, it was just a noun; now it's a verb meaning to check up on somebody online","Google"
"MOVIE SEQUELS","$1400",""The Jewel of the Nile" (1985)","Romancing the Stone"
"THE MIND","$1400","Leonardo Da Vinci supposedly had an eidetic memory, today more commonly called this type","photographic memory"
"BRIT BITS & PIECES","$1400","Reference work conceived in 1857; the As were published in the 1880s & they got the Zs out in 1921","the Oxford English Dictionary (the OED)"
"U.S. CITIES","$1400","This Alaskan city was named after a senator from Indiana who became vice president","Fairbanks"
"DEAR JOHN","$1400","This 17th century poet believed that studying until midnight each night is what first injured his eyes","John Milton"
"IT'S ALL GREEK TO ME","$1400","Knowing Greek is helpful in studying anatomy; for instance pnevmonas is this organ","the lungs"
