"U.S. GEOGRAPHY","$2600","South Carolina's highest point, Sassafras Mountain, rises 3,560 feet in this range of the Appalachians","the Blue Ridge Mountains"
"COME TO OUR AIDE","$2600","(<a href="http://www.j-archive.com/media/2011-10-24_DJ_18.jpg" target="_blank">Hi.  I'm Chris Matthews.</a>)  Here's a tip for you: for 6 years, I was the top aide to <a href="http://www.j-archive.com/media/2011-10-24_DJ_18a.jpg" target="_blank">this</a> Democrat from Massachusetts when he was Speaker of the House","Tip O'Neill"
"POSSIBLE SAT VOCABULARY","$2600","The body of songs a chanteuse is prepared to sing or of plays a company is prepared to put on","a repertoire"
"RANKS & TITLES","$2600","Inheriting property & title from her deceased husband made Tz'u-hsi of China this kind of Empress","Dowager"
"LETTERS IN SEQUENCE","$2600","18-19-20: Explode in air, perhaps","burst"
"OUT-OF-FASHION BABY NAMES","$2600","It's more popular as the name of a beach on South Carolina's Grand Strand than of a baby girl","Myrtle"
"ANTONYMS","$2600","This military rank can also mean the opposite of communal","private"
"FITNESS","$2600","The name of this meditative exercise & martial art comes from Chinese words for "fist of the great absolute"","tai chi"
"THE NEW YORK TIMES: TRAVEL","$2600","For a weekend getaway, The Frugal Traveler recommends this city of "O'Keefe, folk art & Frito pies"","Sante Fe"
"THE ILLUMINATI","$2600","Henry Jones, M.A. 1624, made quite an alumni gift to Ireland's Trinity College--this illuminated manuscript","Book of Kells"
"YOU "AST" FOR IT","$2600","Building material for a column, or a term describing smooth skin","alabaster"
"UNITED NATIONS SECRETARIES-GENERAL","$2600","He was press director for Burma's interim government following its vote for independence","U Thant"
"U.S. MONEY","$2600","The 2 Federal Reserve notes now being issued that don't feature a president","the $10 bill & the $100 bill"
"THE 3 STOOGES","$2600","This form of physical comedy associated with the Stooges once referred to a physical object to smack actors","slapstick"
"THE ODYSSEY","$2600","After passing the Sirens, Odysseus loses 6 men sailing between these  2 monsters","Scylla and Charybdis"
"BOY SCOUT ACTIVITIES","$2600","(<a href="http://www.j-archive.com/media/2010-09-28_J_19.wmv">Sarah of the Clue Crew hangs onto a rope and jumps slowly down the side of a mountain.</a>)  From the French for summoning, it's the practice of a scout safely lowering himself down a mountainside","rappelling"
"OFFICIAL ALASKAN STATE STUFF","$2600","It was a "crowning" achievement in 1963 when this was named Alaska's state fish","the king salmon"
"WORLD CAPITALS","$2600","It's the world capital named for our fifth U.S. president","Monrovia"
"CUTTING-EDGE SCIENCE","$2600","This particles studied by astroparticle physics are the only ones in the nuclei of hyrdogen atoms","protons"
"ENDS IN "O"","$2600","It was the maiden name of Franklin Roosevelt's mother","Delano"
"LITERARY ROCK & ROLL","$2600","Samuel Taylor Coleridge's poem about this title man inspired the song "Xanadu" by Rush","Kubla Khan"
"CALIFORNIA","$2600","This San Francisco hill got its name when railroad tycoons like Mark Hopkins built fancy homes there","Nob Hill"
"EPICS","$2600","Warrior-princess (not Xena) who's the subject of the Icelandic "Volsunga Saga" & the German "Nibelungenlied"","Brunhilde"
"GIFTS FOR EVERYONE","$2600","Proposed by historian Edouard de Laboulaye, it was presented to the U.S. for its centennial","the Statue of Liberty"
"NAMETH THE BIBLE BOOK","$2600",""They bemoaned him, and comforted him over all the evil that the Lord had brought upon him"","Job"
"IT BORDERS ONLY ONE OTHER COUNTRY","$2600","The 2 countries in the Caribbean that border only one other nation, each other","Dominican Republic and Haiti"
"THE 1960s","$2600","Seasonal name given the liberalization program Alexander Dubcek set up in 1968 in Czechoslovakia","Prague Spring"
"THE NIFTY 1930s","$2600","Agatha Christie set Hercule Poirot afloat on a boat called the Karnak in this exotic 1937 novel","Death on the Nile"
"PENINSULAS","$2600","The Apennines form the backbone of this European nation","Italy"
"POETS & POETRY","$2600","In Coleridge's poem, it's where Kubla Khan had his "stately pleasure dome"","Xanadu"
"PERSON, PLACE OR THING","$2600","The person is a famous car manufacturer; the place is a spot shallow enough to cross a river","Ford"
"I'M GETTING THE SHAKES(PEARE)","$2600","Menteith, Caithness & Angus are among the noblemen in this tragedy","Macbeth"
"LAW","$2600","The 20th Amendment to the U.S. Constitution sets these to end at noon on January 3rd","Congressional Terms"
