"AUTHORS","$700","Oscar Wilde's only novel",""The Picture Of Dorian Gray""
"FARAWAY PLACES","$700","To get from Africa to Arabia, you cross (or part) this sea that has a colorful name","Red Sea"
"CROSSWORD CLUES "R"","$700","Boat race, Italian style (7)","regatta"
""P.B."","$700","This Latin term used for some legal services means "for the good"","pro bono"
"REEL MOTHERS","$700","Title of the 1981 biopic about the woman seen here:  "I wouldn't turn against you if it meant my life.  You are my life."","Mommie Dearest"
"HARRY GUYS","$700","Watergate-era chief of staff, his initial "H" stood for Harry","HR Haldeman"
"MUSICAL THEATER","$700","(Hi, I'm Robert Guillaume)  I sang "The Music of the Night" dozens of times when I starred in the Los Angeles production of this musical",""Phantom of the Opera""
"BIG SCREEN TIME TRAVEL","$700","As this author, Malcolm McDowell chases Jack the Ripper across time in the 1979 thriller "Time After Time"","H.G. Wells"
"ON THE RADIO","$700","With a radio show since 1978 & a cable TV show since 1985, he has Guinness' record for most hours on the air per week","Larry King"
"CIVIL WAR PEOPLE","$700","This famous nurse was nearly killed when a bullet ripped through her dress at the battle of Antietam","Clara Barton"
"AFRICAN COUNTRIES","$700","This large country is alphabetically first of the countries in Africa","Algeria"
"MUSICAL THEATRE","$700","Lerner & Loewe's first hit musical, it was inspired in part by the works of Scotsman James Barrie",""Brigadoon""
"CEREMONIES","$700","Famous street on which the ceremony seen here took place: [star on Walk of Fame]","Hollywood Boulevard"
"1970s ALBUMS","$700","His "Moody Blue" album entered the Top 40 on July 30, 1977; 17 days later he was dead","Elvis Presley"
"THE "DOG"S","$700","An unnecessary, wasteful or fraudulent project","a boondoggle"
""FAST" OR "SLOW"","$700","Title of the following, men take note:","Slow Hand"
"THE ATTORNEY GENERAL INFORMATION","$700","He's the only Attorney General ever convicted of a felony","John Mitchell"
"WORLD HISTORY","$700","The day America declared its independence, this person was on the throne of Russia","Catherine the Great"
"FOR OLD CRIMES' SAKE","$700","The man who shot Alexander Hamilton in a duel was vice president under this man","Thomas Jefferson"
"DISEASES","$700","Bulbar paralysis, the most serious form of this disease, results from nerve damage to the brain stem","Poliomyelitis"
"SHAKESPEARE","$700","Some scholars think this bawdy comedy was based on a ballad, "A Merry Jest of a Shrewd and Curst Wife..."",""The Taming of the Shrew""
"TELEVISION","$700","(VIDEO DAILY DOUBLE): "(Hi, I'm Fred Savage): In an episode of "Working", I pick up Danica McKellar, who played this "Wonder Years" character"","Winnie Cooper"
"PHILADELPHIA","$700","William Penn's plan for the city covered a strip of land between the Schuylkill & this river","the Delaware River"
"BEADS","$700","In Europe, around lunchtime August 11, 1999, Baily's Beads became visible around this","the sun (during an eclipse)"
"JACKS OF ALL TRADES","$700","(VIDEO DAILY DOUBLE): "(Hi, I'm Jack Ford, chief legal correspondent for NBC News)  Before joining NBC, I was an anchor for this cable network from its debut in 1991 to 1994"","Court TV"
"SECRETARIES OF COMMERCE","$700","He was Secretary of Commerce for most of the 1920s, before he became president","Herbert Hoover"
"ART HISTORY","$700","She vacationed in New Mexico & settled there after her husband Alfred Stieglitz died in 1946","Georgia O'Keeffe"
"GENETICS","$700","Made up of amino acids, they form structures called histones around which DNA curls","Proteins"
"MOVIE SONGS","$700","In 1968 Hugo Montenegro took <a href="http://www.j-archive.com/media/1991-04-08_J_18.mp3">this</a> title tune to No. 2 on the pop charts:",""The Good, The Bad, And The Ugly""
"GEOLOGY","$700","Earth's atmosphere layer which lies between the troposphere & the mesosphere","the stratosphere"
"EXPLORERS","$700","On his ship La Dauphine, this Florentine captain became the first European to sail into New York Harbor","Giovanni Da Verrazzano"
"WATERFALLS","$700","It lies on Auyan-Tepui Mountain in Venezuela","Angel Falls"
"NEW YORK LANDMARKS","$700","This club's brief, glamorous life began in 1977 at 254 West 54th Street","Studio 54"
"FRENCH CITIES","$700","It's closer to England than any other city on the European mainland -- 21 miles","Calais"
"ALL-AMERICAN FOLKS","$700","One of his classic Western photographs is seen here:","Ansel Adams"
"ON THE JOB TRAINING","$700","A line in Job, "and I only am escaped alone to tell thee", is the title of the epilogue to this 19th century novel","Moby Dick"
"PRETTY PICTURES","$700","His "Rose Period" lasted from about 1904 to 1907 & included paintings of acrobats & circus performers","Picasso"
"IT'S A MYSTERY","$700","FDR & Isaac Asimov were among members of the BSI, this group of Sherlock Holmes fans","Baker Street Irregulars"
"BEER","$700","The Boston Beer Co. makes a lager named for this brewer, patriot & cousin of a U.S. president","Samuel Adams"
"TIME QUOTES","$700","In 1969 this politician predicted, "No woman in my time will be prime minister"; she was wrong","Margaret Thatcher"
"THE 1840s","$700","Established in 1849, as the state of Deseret, it's known as this state today","Utah"
"STATE PARKS","$700","A New Mexico state park named for this bandit lies on the site of his raid into U.S. territory in 1916","Pancho Villa"
"UNAUTHORIZED BIOGRAPHIES","$700","A bio of Ms. Hewitt has this title, like an Erich Segal novel",""Love Story""
"SONG STANDARDS","$700","It's the question asked in "I Got Rhythm"","Who could ask for anything more?"
"POLITICS '96","$700","The Democratic Convention's keynote address was given by Evan Bayh, the governor of this state","Indiana"
"THE NATIONAL PASTIME","$700","(Hi, I'm Reggie Jackson)  I hit 100 or more homers for 3 different teams: the Athletics, Yankees & this west coast club","California Angels"
"RESORT CITIES","$700","This resort known for its spa was capital of occupied France from November 1942 to August 1944","Vichy"
"COMMUNICATION","$700","The study of the meaning of words, it sometimes disparagingly refers to meaningless distinctions","Semantics"
""B" IN BIOLOGY","$700","It's the branch of biology that specifically studies sometimes harmful one-celled organisms","Bacteriology"
"FARMING","$700","A device for breaking up clods of dirt, or a school attended by the young Winston Churchill & Lord Byron","Harrow"
"WORLD CURRENCY","$700","In 1993 Turkmenistan replaced this unit of currency with the manat","the ruble"
"ART","$700","In 1978 3 of his bronzes, including "The Clenched Hand", were stolen from the St. Louis Art Museum","Rodin"
"HERE COMES THE SUPREME COURT JUSTICE!","$700","Clarence Thomas replaced this Supreme Court justice who retired in 1991","Thurgood Marshall"
"PEOPLE IN HISTORY","$700","He was the first Scandinavian to serve as Secretary-General of the U.N.","Trygve Lie  (Norway)"
"BLACK JOURNALISTS","$700","Clarence Page of the Chicago Tribune is a regular member of this G.E.-sponsored TV "group"","The McLaughlin Group"
"SHAKESPEARE","$700","Cleopatra speaks of these days, "when I was green in judgment"","her salad days"
"ACTORS & THEIR ROLES","$700","(AUDIO DAILY DOUBLE): "Dallas" actor heard here singing in a 1953 movie musical: "Where is the light that's lit by land?  Where is it now?"","Howard Keel"
"HISTORIC QUOTES","$700","Asked after the Constitutional Convention "What have we got?", he replied "A republic, if you can keep it"","Benjamin Franklin"
"THE SUPREME COURT","$700","This "Great Dissenter" was class poet for the Harvard class of 1861","Oliver Wendell Holmes"
"HEMINGWAY BOOKS","$700","He drew on his World War II experience looking for German submarines for this novel published in 1970",""Islands in the Stream""
"COFFEE BREAK","$700","In a cantata by this composer heard <a href="http://www.j-archive.com/media/1997-10-20_J_18.mp3">here</a>, Lieschen sings of her need for coffee:","J.S. Bach"
"IRAQ","$700","It's the country Iraqi nationalists call Iraq's 19th province","Kuwait"
"THE MEDIA ON TV","$700","It's the newspaper that employed the character played by Noel Neill & Teri Hatcher","The Daily Planet ("Superman")"
"BRIT LIT","$700",""The Lamb", one of his "Songs of Innocence", asks, "Little lamb, who made thee?"","William Blake"
"WORLD RELIGION","$700","Michael Flatley could be challenged by Nataraja, a Hindu cosmic being whose name means this in Sanskrit","Lord of the Dance"
"STATE MOTTOES","$700",""The Star of the North" is not Alaska's motto but the motto of this northernmost of the lower 48 states","Minnesota"
"OPERETTAS","$700","The German title of this Lehar operetta is "Die Lustige Witwe"","The Merry Widow"
"ENGLISH LIT","$700","H.G. Wells subtitled this 1895 classic "An Invention"","The Time Machine"
"LAS VEGAS HISTORY","$700","On August 18, 2000 Barbara Eden crossed her arms & blinked to open this rebuilt hotel","Aladdin"
"HIGH PLACES","$700","Mount Hikurangi, sacred to the Maoris, is the first place in this country to see the light of day","New Zealand"
"FILMS OF THE '90s","$700","Letter perfect names of the 2 characters seen <a href="http://www.j-archive.com/media/1997-09-01_J_25.wmv">here</a>:  <i>"I don't suppose you know what kind of alien life form leaves a green spectral trail and craves sugar water, do you?" "Oh, wait.  That was on Final Jeopardy! last night!"</i>","J & K"
"THAT'S MY WEAPON","$700","Gangsters loved to get their hands on this invention of Gen. John Thompson","Thompson submachine gun ("Tommy Gun")"
"1928","$700","Haile Selassie was crowned king of Ethiopia under this name","Ras Tafari"
"BIOLOGY","$700","The life of these in your body ranges from 3 days in your intestine to a lifetime in your brain","Cells"
"AFRICAN HISTORY","$700","In 711 the Moors launched their conquest of Spain from what is now this country","Morocco"
"AROUND THE WORLD","$700","Now in ruins, the temple complex of Angkor Thom in this country was built by Khmer ruler Jayavarman VII","Cambodia (Kampuchea)"
"AROUND THE WORLD","$700","This mountain range, whose name means "abode of snow" in Sanskrit, has more than 30 peaks towering above 25,000 feet","the Himalayas"
"SIGNS & SYMBOLS","$700","In other words, these symbols are cudgels, shovels, pumping organs & girls' best friends","Clubs, spades, hearts & diamonds"
"SHAKESPEARE","$700","The maiden name of Shakespeare's mother, or the forest where he set much of "As You Like It"","Arden"
"U.S. STATES","$700","1 of 2 Gulf states containing the area of black clay soils known as the "Black Belt"","Mississippi (or Alabama)"
"THE BIBLE","$700","In Matthew the value of entering the Kingdom of Heaven is likened to this gem","a pearl"
"WHERE'S THE BODY?  AUTHOR'S EDITION","$700","Stores around the town square of Oxford, Mississippi closed during his funeral at St. Peter's Cemetery","William Faulkner"
"THE 1980s","$700","Hungarian professor for whom this object is named: [video clue - Alex tries to solve the cube]","Erno Rubik"
"LOGIC","$700","This Nobel Prize winning British lord  tried to show that all mathematics is a type of logic","Bertrand Russell"
"THE 1880S","$700","The Organic Act of 1884 applied the laws of Oregon to this area purchased by the U.S. in 1867","Alaska"
""HAMLET"","$700","Hamlet's former schoolmates, these 2 minor characters in Shakespeare are title characters in a Stoppard play","Rosencrantz & Guildenstern"
"SPORTS STARS","$700","In the 1998 Winter Olympics, she became the youngest ever to win the women's figure skating gold medal","Tara Lipinski"
"U.S. PRESIDENTS","$700","Seen here in his youth, he was a handsome Army officer, generally speaking:","Dwight D. Eisenhower"
"PHYSICS","$700","Mix all the colors of light that "Roy G. Biv" stands for & you get this","White"
"MASKS","$700","This hero first donned his mask in the 1919 story "The Curse of Capistrano"","Zorro (Don Diego de la Vega)"
"ALEXANDER POPE-POURRI","$700",""Nature, and nature's laws lay hid in night.  God said 'Let'" this scientist "'Be","Isaac Newton"
"CONGRESSIONAL DISTRICTS","$700","It's the main city in Ohio's 14th district, once a rubber center & now called "Polymer Valley"","Akron"
"RICHARD NIXON","$700","One of the 2 Nixon appointees to the Supreme Court who have been chief justice","Warren Burger or William Rehnquist"
"LET'S TALK","$700","The founders of the Bell Telephone Company were Gardiner Hubbard, Thomas Sanders, Bell & this assistant","(Thomas) Watson"
"WORLD HISTORY","$700","The 3 major battles of this war were at Crecy, Poitiers & Agincourt","the Hundred Years' War"
"WORLD LEADERS","$700","Hu Jintao became the General Secretary of the Communist Party in 2002 & leader of this country in 2003","China"
"EDIBLE EUPHEMISMS","$700","This soup flavored by a calf's head shares its name with the Lewis Carroll character seen here","Mock turtle soup"
"PRETTY BIRDIES","$700","This bird's name comes from its ability to copy the songs of other birds; it can also mimic pianos & people","Mockingbird"
"DIAMONDS ARE FOREVER","$700","Under intense heat & in the presence of oxygen, a diamond will burn &  form this gas","carbon dioxide"
"DIFFERENT STROKES","$700","The name of this stroke is also a type of voting ballot that made some people's heads swim","the butterfly"
"RELIGIOUS WORKS","$700","In the Piero della Francesca work seen here, he's the saint pictured with Jesus","St. John the Baptist"
"THE GREAT LAKES","$700","The 5 Great Lakes border 8 U.S. states but only this one Canadian province","Ontario"
