"TRAVEL & TOURISM","$500","Jomo Kenyatta International Airport serves this world capital","Nairobi, Kenya"
"ROYAL FEMALE NICKNAMES","$500",""The Catholic" of 15th century Spain","Queen Isabella"
"TV ACTORS & ROLES","$500","On "Saturday Night Live", he's famous for playing Craig the Cheerleader, Janet Reno & moi","Will Ferrell"
"TRAVEL & TOURISM","$500","Andrea Palladio's 1554 book on "The Antiquities of" this city was the standard guidebook for some 200 years","Rome"
""I" LADS","$500","This auto exec's autobiography is one of the bestselling nonfiction works in publishing history","Lee Iacocca"
"BACKWORDS","$500","You know so much about policy, you qualify as this","Wonk (know)"
"GENERAL SCIENCE","$500","On the pH scale, a pH of 7 indicates this type of solution","Neutral"
"GETTING POSSESSIVE","$500","In Exodus, this was thrown down before Pharaoh at Moses' instruction","Aaron's rod (turned into a snake)"
"FLAGS OF THE WORLD","$500","This Mediterranean country whose flag is seen here is "The Word"","Greece"
"ARCHITECTS","$500","Louis Skidmore designed the secret atomic site that became this Tennessee town","Oak Ridge"
"THE EYES HAVE IT","$500","People say these are what you need to make it in Hollywood","Contacts"
"AMERICAN EXPLORERS","$500","Senator Thomas Hart Benton's son-in-law was this "Pathfinder"","John C. Frémont"
"MEASURING DEVICES","$500","A nilometer measures the height of the water in this","the Nile River"
"MYTHOLOGY","$500","Leda laid 2 eggs:  one with Helen & Pollux in it, the other containing Clytemnestra & him","Castor"
"TELEVISION","$500","Jack Wagner, formerly of "General Hospital", now plays Dr. Peter Burns on this Fox drama","Melrose Place"
"ANNUAL EVENTS","$500","The Tanglewood Music Festival is a summer highlight in Lenox in this New England state","Massachusetts"
"HOMOPHONIC PAIRS","$500","Remained sedate","stayed staid"
"AT THE KENNEDY CENTER","$500","A 1994 festival honoring this country featured the Tjapukai Aboriginal Dance Company","Australia"
"NATIONAL MONUMENTS","$500","Castillo de San Marcos in this Florida city is the oldest masonry fort in the continental U.S.","St. Augustine"
"THE CIRCUS","$500","This steam whistle organ draws crowds to circus parades because it can be heard from miles away: [audio clue]","calliope"
"ON THE RADIO","$500","The AAA format, featuring artists like the Cranberries & Tom Petty, stands for adult album this","alternative"
"CELEB STUFF","$500","Her 1988 major label debut album was "Y Kant Tori Read"","Tori Amos"
"COMMON BONDS","$500","Hollywood, salad, Super","bowls"
"ACTRESSES' FIRST FILMS","$500",""Halloween"","Jamie Lee Curtis"
"LIBRARIES","$500","In 1602 this university's library reopened after restoration work by Sir Thomas Bodley","Oxford University"
"TELEPHONE HISTORY","$500","In 1880 he invented the photophone, a device that sent messages through the air on beams of light","Alexander Graham Bell"
"VERMONTERS","$500","At age 15 this future New York Tribune editor was apprenticed to a printer in East Poultney","Horace Greeley"
""X", "Y", "Z"","$500","This Saint Francis was the "Apostle of the Indies"","Xavier"
"SHAKESPEAREAN LAST SCENES","$500","In the last scene of this comedy, Petruchio wins a bet that he has the most obedient wife","The Taming of the Shrew"
"BON APPE-"T"","$500","A yellow cheddar from Oregon","Tillamook"
"MONEY SLANG","$500","2-word phrase for Henny Penny's lunch","Chicken feed"
"AIN'T THAT AMERICA","$500","On June 17, 1969 this controversial erotic revue opened off-Broadway; oh my!","Oh! Calcutta!"
"WHY?","$500","Because bacteria from carbon dioxide bubbles around which the curd hardens","Why does Swiss cheese have holes?"
"THE BUTLER DID IT","$500","Giles was the first name of this Sebastian Cabot character on "Family Affair"","Mr. French"
"20th CENTURY QUOTES","$500","A physicist, 1955: "If only I had known, I would have become a watchmaker"","Albert Einstein"
"20th CENTURY QUOTES","$500","A professor, 1967: "Turn on, tune in, drop out"","Timothy Leary"
"ALL ABOARD THE SOUL TRAIN","$500","To gain better production values, "Soul Train" was moved from this city to Los Angeles","Chicago"
"WAR STORIES","$500",""Arundel", "Johnny Tremain"","The Revolutionary War"
"EUROPE","$500","The fertile plain east of the Danube, making up half this country's area, is called the Great Alfold","Hungary"
"WEEDS","$500","In the names of weeds, this old word for a plant follows soap- & St. John's","Wort"
"SEEING "RED"","$500","The title of a 1928 song Sophie Tucker introduced, it was also her nickname",""The Last of the Red Hot Mamas""
"AIN'T THAT AMERICA","$500","In 1886 a pharmacist in this southern state became the first man to enjoy a Coke and a smile","Georgia"
"'65","$500","Awarded the Nobel Peace Prize on Oct. 25, 1965, maybe it got its prize money in pennies on the 31st","UNICEF"
