"ROYAL FEMALE NICKNAMES","$100","Prime Minister Tony Blair dubbed her "The People's Princess"","Princess Diana"
"TV ACTORS & ROLES","$100","Once Tommy Mullaney on "L.A. Law", John Spencer now plays White House chief of staff Leo McGarry on this series","The West Wing"
"TRAVEL & TOURISM","$100","The Cinderella Castle Mystery Tour is a highlight of this Asian city's Disneyland","Tokyo"
""I" LADS","$100","This punk rock hitmaker heard here has had numerous hits on both sides of the Atlantic","Billy Idol"
"FOREWORDS","$100",""Conrad begins (and ends) Marlow's journey... on the Thames, on the yawl, Nellie", says the foreword to this novel","Heart of Darkness"
"BACKWORDS","$100","We'll look smart in these vehicles that returned to London in 1999","Trams (smart)"
"GENERAL SCIENCE","$100","This white, glossy coating on your teeth is the hardest substance in the human body","Enamel"
"GETTING POSSESSIVE","$100","This bovine took the rap for the disastrous fire of October 8, 1871","Mrs. O'Leary's cow"
"FLAGS OF THE WORLD","$100","It's the kingdom whose flag is seen here (Union Jack)","Great Britain/England"
"ARCHITECTS","$100","Minoru Yamasaki reached new heights with this New York City complex","World Trade Center"
"1994 FILMS","$100","Quentin Tarantino directed this film & also had a bit role as Jimmy of Toluca Lake","Pulp Fiction"
"THE EYES HAVE IT","$100","A student, or a minor in Roman law","Pupil"
"AMERICAN EXPLORERS","$100","Edward Beale brought news of this 1848 discovery in California to the east coast","gold"
"MEASURING DEVICES","$100","The amount of this in a solution can be measured by a saccharometer","sugar"
"MYTHOLOGY","$100","Daedalus used this substance to fasten the wings to his back","wax"
"TELEVISION","$100","This Sunday night series is subtitled "The New Adventures of Superman"","Lois & Clark"
"ANNUAL EVENTS","$100","This state's Days of '47 Festival honors the day Brigham Young reached the Salt Lake Valley in 1847","Utah"
"HOMOPHONIC PAIRS","$100","A complete donut center","whole hole"
"AT THE KENNEDY CENTER","$100","Can you hear me?  This rock opera by The Who was a big hit at the Kennedy Center in 1994","Tommy"
"NATIONAL MONUMENTS","$100","George Custer's men are buried in a cemetery in the national monument named for this river","Little Bighorn"
"THE CIRCUS","$100","Trainers shout, "Tail Up!" when they want these performers to follow each other trunk to tail","Elephants"
"ON THE RADIO","$100","Radio abbreviation that precedes the name of rap figures Quik, Pooh & Jazzy Jeff","DJ"
"CELEB STUFF","$100","On March 2, 1977 he made his first "Tonight Show" appearance; on May 25, 1992 he took over as host","Jay Leno"
"COMMON BONDS","$100","Door, Nobel, booby","prizes"
"ACTRESSES' FIRST FILMS","$100",""Body Heat"","Kathleen Turner"
"LIBRARIES","$100","Marsh's Library in this country was founded c. 1702 by the Archbishop of Dublin","Ireland"
"TELEPHONE HISTORY","$100","In 1991 this telephone company launched its Friends & Family promotion","MCI"
"VERMONTERS","$100","This leader of the Green Mountain Boys did not live to see Vermont become a state","Ethan Allen"
""X", "Y", "Z"","$100","It looks like a sweet potato, but it isn't even a distant relative","a yam"
"SHAKESPEAREAN LAST SCENES","$100","You could say this comedy "ends well" -- Helena finally wins the love of her husband Bertram","All's Well That Ends Well"
"AFRICAN GEOGRAPHY","$100","The Qattara Depression, one of Africa's lowest points, lies 300 miles southwest of this country's pyramids","Egypt"
"BON APPE-"T"","$100","A folded tortilla filled with various ingredients","Taco"
"MONEY SLANG","$100","Cheap way off a rodeo bronco","Buck"
"AIN'T THAT AMERICA","$100","The Mackinac Bridge joins the upper & lower peninsulas of this U.S. state","Michigan"
"WHY?","$100","These events occur because gas-filled magma is forced to the surface by pressure from solid rock","Volcanic eruptions"
"THE BUTLER DID IT","$100","Ted Cassidy played Bigfoot on "The Six Million Dollar Man" & filled this servant's shoes on "The Addams Family"","Lurch"
"20th CENTURY QUOTES","$100","A minister, 1968: "I've seen the promised land...and I'm happy tonight...I'm not fearing any man"","Dr. Martin Luther King, Jr."
"ALL ABOARD THE SOUL TRAIN","$100",""Soul Train" premiered in this decade","1970s"
"WAR STORIES","$100",""Marching On", "By Antietam Creek"","Civil War"
"EUROPE","$100","Descriptive term for the flag of Italy & the flag of France","Tricolor"
"WEEDS","$100","The most common cause of hay fever in the U.S. is this substance from ragweed","Pollen"
"SEEING "RED"","$100","In "Peanuts", Snoopy often fancied himself a flying ace out to get this pilot","The Red Baron"
"NUMBERS","$100","Fittingly, the book of Numbers begins with God telling this man to count the number of Israelites","Moses"
"'65","$100","These 2 countries nicknamed the Bear & the Dragon conducted a "verbal war"","Soviet Union & China"
"FORE!","$100","In 1994 at age 18, he became the youngest golfer to win the U.S. Amateur Golf Tournament","Tiger Woods"
"THREE","$100","Mother Goose rhyming line that follows "Rub-a-dub-dub"","Three men in a tub"
"TWO","$100","In suds: Eberhard Anheuser &...","Adolphus Busch"
"JUAN","$100","Days out of prison in 1945, he married Maria Eva Duarte; we now know her as Evita","Juan Peron"
"THE MIDDLE AGES","$100","Crackowes were a style of these with toes so long they were sometimes attached to the knees with chains","shoes"
"MANIAS","$100","One suffering from bruxomania unconsciously gnashes these","Teeth"
"JEWELRY","$100","Sotheby's has announced it won't sell any items of this tusk material produced since 1939","Ivory"
"AUSTRALIA","$100","It's the basic unit of currency of Australia","Australian Dollar"
"SPORTS EQUIPMENT","$100","Until 1954 major league players could leave these on the field when it was their team's turn to bat","Gloves"
"PEANUTS","$100","When Charlie Brown gave Snoopy one of these, it took Snoopy an hour to put it on the flea","Flea Collar"
"FAMOUS NAMES","$100","This star of "Kojak" admits he shaves his head every morning","Telly Savalas"
"ADVERTISING SLOGANS","$100",""When you care enough to send the very best", send one of these","Hallmark Card"
"THE BIBLE","$100","Among these tales told by Jesus were those "of the net", "of the mustard seed" & "of the hidden treasures"","Parables"
"WEATHER","$100","Airplanes can trigger bolts of this when traveling through electrified clouds","Lightning"
"4-LETTER WORDS","$100","This word commonly follows cuff or missing","Link"
"PRESIDENTIAL ASTROLOGY","$100","Gerald Ford was the last president born under this "crab"by sign","Cancer"
