"HISTORY","$1000","This Asian political party was founded in 1885 with "Indian National" as part of its name","the Congress Party"
"ESPN's TOP 10 ALL-TIME ATHLETES","$1000","No. 5: Only center to lead the NBA in assists; track scholarship to Kansas U.; marathoner; volleyballer","(Wilt) Chamberlain"
"THE COMPANY LINE","$1000","The Kirschner brothers, Don & Bill, named this ski company for themselves & the second-highest mountain","K2"
"EPITAPHS & TRIBUTES","$1000","Revolutionary War hero: "His spirit is in Vermont now"","Ethan Allen"
"3-LETTER WORDS","$1000","A single layer of paper, or to perform one's craft diligently","ply"
"RADIO DISNEY","$1000","Lead singer Ryan Tedder of this band has "All The Right Moves"","OneRepublic"
"PARTS OF PEACH","$1000","These parts of a peach tree grow at nodes along the shoots of the previous season's growth; they're usually pink","blossoms"
"BE FRUITFUL & MULTIPLY","$1000","2 x 1,035","2,070"
"LET'S BOUNCE","$1000","This device whose name is from the Italian for "springboard" was perfected in the 1930s","a trampoline"
"RHYMES WITH SMART","$1000","Composer Wolfgang","Mozart"
"CINEMATIC DICTIONARY","$1000","The inventors of this camera-stabilizing device won a special 1977 Oscar","Steadicam"
"PEOPLE IN HISTORY","$1000","In 1801 this onetime VP compiled "A Manual of Parliamentary Practice" still used in the U.S. Senate","Thomas Jefferson"
"CINEMATIC DICTIONARY","$1000","Near the end of the credits comes the "cutter" of this, the exposed but unfinished film","Negative cutter"
"IT'S OURS!","$1000","Northern Mariana Islands","USA"
"ANDY WARHOL","$1000","Warhol became the manager of this Lou Reed rock group in 1965 & produced their first album","Velvet Underground"
"THEATRE CROSSWORD CLUES "M"","$1000","Faust's fiendish foe (14)","Mephistopheles"
"ALASKA","$1000","The mainland peninsula closest to Russia is named for this man","William Seward"
"INTERNATIONAL SPORTSMEN","$1000","New Zealand-born Jonah Lamu is tops on the pitch of this sport","Rugby"
"DRAMA QUEENS","$1000","The queen in Marlowe's "Edward II" is named this, like a famous queen of Spain","Isabella"
"ANGELS","$1000","With an appropriate-sounding name, John Dye plays the angel of this on "Touched By An Angel"","Angel of Death"
"IN EXILE","$1000","Moshoeshoe II was exiled twice before regaining this southern African country's throne in 1995","Lesotho"
"THE "I"s HAVE IT","$1000","Some scientists believe that the universe is undergoing expansion called this, also an economic term","Inflation"
"THE CIVIL WAR","$1000","On Sept. 2, 1864 this general sent a wire saying, "Atlanta is ours, and fairly won"","Sherman"
"CELEBS","$1000",""You Stand Watching" this "Shine On" singer","Ryan Cabrera"
"WHAT'S IN A NAME?","$1000","Previously attached to Theo- & Isa-, it became popular by itself after appearing in "David Copperfield"","Dora"
"EMOTICONS","$1000",":-b.. Doing this means either you're hungry or you're a pig","drooling"
"FLAG 'EM DOWN","$1000","The first 50-star U.S. flag was officially raised on July 4 of this year","1960"
""TEEN" SCENE","$1000","Number of lines in Shakespeare's poem that starts "Shall I compare thee to a summer's day?"","14"
"FROM THE GREEK","$1000","A bowl-shaped depression, as from the impact of a meteorite, it's from the Greek for "mixing bowl"","crater"
"OLD FOLKS IN THEIR 30s","$1000","Elon Musk is now making rockets & electric cars; before that he co-founded & sold this electronic payment system","PayPal"
"MOVIES & TV","$1000","We were frakkin' sad when this sci fi show had its series finale on March 20, 2009","Battlestar Galactica"
"A STATE OF COLLEGE-NESS","$1000","Grambling, McNeese State, Southern","Louisiana"
"ANIMAL COLLECTIVE","$1000","A flock of these black birds is called a murder","crows"
"I'D RATHER BE SKIING","$1000","Bumps or mounds of snow that accumulate on a slope are called these, like some very wealthy & powerful people","moguls"
"PARLEZ VOUS?","$1000",""Huitieme" is French for this ordinal number","eighth"
"NOTABLE NONHUMANS","$1000","This favorite horse of Alexander the Great sometimes wore golden horns in battle","Bucephalus"
"WORLD FACTS","$1000","In area this country whose capital is now called Yangon is the largest in mainland southeast Asia","Myanmar (Burma)"
"ART & ARTISTS","$1000","You can see this British sculptor's "Reclining Mother and Child" at the Walker Art Center in Minneapolis","Henry Moore"
"HISTORY","$1000","In the midst of the Korean War, this South Korean president was elected to his second of 4 terms","Syngman Rhee"
"POETS","$1000","He once wrote, "I choose to be a plain New Hampshire farmer"","Robert Frost"
"LOST IN SPACE","$1000","In 1992 Space Shuttle astronauts delivered ashes of this "Star Trek" creator into the final frontier","Gene Roddenberry"
"TIMELESS TV","$1000","2010's "When Love Is Not Enough" was the 240th presentation in this series from a greeting card company","Hallmark Hall of Fame"
"LET'S HIT IT","$1000","In some casinos, a blackjack dealer must hit with an ace & a 6, known as this type of 17","soft"
"WORLD BOOK DESCRIBES THE "G" MAN","$1000",""One of the most original and provocative American architects working today"","(Frank) Gehry"
"MONEY SLANG","$1000","When speaking of Messrs. Netanyahu or Britten, it's all about the first name, pluralized","the Benjamins"
"AMERICAN AUTHORS","$1000","William Rose Benet won a Pulitzer for "The Dust Which Is God", & this brother won for "John Brown's Body"","Stephen Vincent Benet"
"BEGINNING & END","$1000","(<a href="http://www.j-archive.com/media/2007-05-30_J_20.jpg" target="_blank">Cheryl of the Clue Crew indicates the monitor.</a>) A porkchop plot, named for its shape, is used for planning space missions; the vertical & horizontal <a href="http://www.j-archive.com/media/2007-05-30_J_20a.jpg" target="_blank">axes</a> plot possible dates for these 2 flight events","takeoff & landing (or launch & arrival)"
"STATE SUPERLATIVES","$1000","Its Boeing manufacturing plant in Everett is the world's largest building by volume","Washington"
"3 LITTLE LETTERS","$1000","A TV cable network, or an explosive for bombs","TNT"
"CALL OUT THE VOICE SQUAD","$1000","He provided the voices of both Beavis & Butthead","Mike Judge"
"YOU'RE UNDER A "REST"","$1000","The son of Agamemnon, he avenged his father's death by killing his mother Clytemnestra","Orestes"
"TRANSPORTATION","$1000","Since 1899 these stalwart animals used in transport have served as the mascots of the Army Corps of Cadets","mules"
"THE OBLIGATORY POETRY CATEGORY","$1000","Observing pilgrims traveling to the shrine of Thomas Becket inspired him to write his greatest work","Geoffrey Chaucer (The Canterbury Tales)"
"ART","$1000","In 1920 this impressionist, known for his water lilies, painted another plant, "Wisteria"","Claude Monet"
"THE REDCOATS ARE COMING!","$1000","The British ferried 2,200 troops across this river to battle the Americans at Bunker Hill","the Charles River"
""HIGH" SCHOOL","$1000","Acolytes, a subdeacon & a choir take part in this Catholic service","high mass"
"OFF TO A GOOD START","$1000","In a business project, it's the level investors try to "get in on"","the ground floor (or the ground level)"
"THRILLER","$1000",""The Attorney" Paul Madriani appears in several legal thrillers by this lawyer-turned-author","Steve Martini"
""BLACK" OR "WHITE"","$1000","Famous landmark composed of chalk in the county of Kent in England","the White Cliffs of Dover"
"REMEMBER THE TIME","$1000","This 1904-1905 war began in Manchuria & ended with the battle of Tsushima Strait","Russo-Japanese War"
"ROCK WITH YOU","$1000","Quit your yellin' & name this 1995 hit duet for Michael & Janet Jackson, their first together",""Scream""
"EAT IT!","$1000","Traditionally, shepherd's pie contains this meat, ground or diced","lamb"
"POETS & POETRY","$1000","He was descended from an Abyssinian prince, Peter the Great's godson","(Aleksandr) Pushkin"
"WORLD GEOGRAPHY","$1000","The Indus River provides the western border of this desert also known as the Great Indian Desert","the Thar Desert"
"MIXED DRINKS","$1000","Using Scotch whisky turns a Manhattan into this drink","a Rob Roy"
"THE 1930s","$1000","This author of "Anne of Green Gables" was awarded the Order of the British Empire in 1935","(Lucy Maud) Montgomery"
"POP MUSIC","$1000","This singer's 1970 hit "I'll Never Fall In Love Again" was from the Broadway musical "Promises, Promises"","Dionne Warwick"
"CANADIAN GEOGRAPHY, EH?","$1000","This province has the longest border, including water, with the United States","Ontario"
"ON HIS BASEBALL HALL OF FAME PLAQUE","$1000",""Boston Red Sox A.L. 1939-1960... batted .406 in 1941"","Ted Williams"
"THE KILLERS","$1000","Pausanius, a young Macedonian noble, killed this man, Alexander's dad, in 336 B.C.","Philip"
"SPOTT THA MISPELED WURD","$1000","The accomodations at the monastery were rudimentary at best","accommodations"
"THE BIG 10","$1000","(<a href="http://www.j-archive.com/media/2010-02-08_J_20.jpg" target="_blank">Alex stands in front of an exhibit at the Newseum.</a>) The exhibit G-men and journalists contains the very first ledger in which this list was kept. It began when a reporter asked the FBI, "Who are the toughest guys you're looking for?"","the FBI's 10 most wanted list"
"WEATHER WORLD","$1000","The Australian mountains that include the Charlotte's Pass ski area, or the weather there in July","Snowy"
"ON THE COVER OF SGT. PEPPER","$1000","This "Das Kapital" author stands between comedian Oliver Hardy & H.G. Wells","Karl Marx"
"CLOTHING WORDS","$1000","Hits hard","socks/belts"
"MY PLACE?","$1000","A western camper pitches a tent; a central Asian nomad pitches this","yurt"
"IT'S A DATE!","$1000","O Canada celebrates Canada Day on this date, 3 days before a big American holiday","July 1"
""J" WHIZ","$1000","The Hagia Sophia in Istanbul was one of the many churches built by this 6th century Byzantine emperor","Justinian I"
"POLITICAL MOVIES","$1000","This political satire starred John Travolta as a Southern governor running for president","Primary Colors"
"HISTORIC NICKNAMES","$1000","This 19th century American politician & orator was nicknamed "The Little Giant"","Stephen Douglas"
"BIG, REALLY BIG!","$1000","Lady Hamilton could tell you the name of this 185-foot column that went up in the early 1840s","(Lord) Nelson's Column"
"POLITICAL MOVIES","$1000","Michael Douglas played Andrew Shepherd, the title character of this film, & even he had trouble dating","The American President"
"THE 1990s","$1000","Queen Elizabeth II & Francois Mitterrand appeared together at the opening of this on May 6, 1994","the opening of the "Chunnel" (the Channel tunnel)"
"YOU SHOULD BE IN A BALLET!","$1000","To star in this 1890 fairy tale ballet, you shouldn't have spindly legs but you will need a spindle","Sleeping Beauty"
"SCIENCE & NATURE","$1000","Sir Humphry Davy named this yellowish-green gas from a Greek word meaning "greenish-yellow"","Chlorine"
"WRITERS CUBED","$1000",""Before I Say Good-Bye" is her 22nd romantic thriller, so it's no mystery -- she's good","Mary Higgins Clark"
"BRITISH ROYAL HOUSES","$1000","George III","Hanover"
"AND I QUOTE","$1000","Publishing term for the type of quote seen here: [Trebek's...made it into record books as host of television's #1-rated quiz show.]","Pull quote"
"THE "BUTLER" DID IT","$1000","The mission statement of this school says it's located "In...Indianapolis, one of America's most livable cities"","Butler University"
"PHYSICAL SCIENCE","$1000","Stoichiometry is defined as the study of the quantities involved in these chemical events","Chemical reactions"
"INITIAL T.V.","$1000","Organization that employed Alexander Waverly, Mark Slate & Illya Kuryakin","U.N.C.L.E. (United Network Command for Law and Enforcement)"
"SAINTS BE PRAISED","$1000","In September 1999 an abridged version of his "City of God" ranked 9,821st on Amazon.com's sales list","Saint Augustine"
"MR. OR MS. WILLIAMS","$1000","This devoted mom has been called the most famous Miss America of all time","Vanessa Williams"
"AIN'T THAT AMERICA","$1000","From 1784 to 1788 the eastern part of this state was a separate state called Franklin","Tennessee"
"SOMETHIN' TO "C"","$1000","In 41 A.D. Cassius Chaerea & company assassinated this Roman emperor","Caligula"
"KOREA","$1000","South Korea's second-largest city, it gave its name to a Korean war "perimeter"","Pusan"
""NEVER" AT THE MOVIES","$1000","The 2 James Bond films that have "Never" in the title","Never Say Never Again & Tomorrow Never Dies"
"POLAR EXPLORATION","$1000","This man who sailed with Scott later made a daring trek when his ship Endurance was trapped by ice","Ernest Shackleton"
"AIRPORT CODES","$1000","In the Midwest: MSP","Minneapolis-St. Paul"
"THAT'S NO LADY...","$1000","He played the title character in "Sunday in the Park with George" when it debuted on Broadway","Mandy Patinkin"
"DOUBLE A","$1000","This river "trans"its South Africa & flows into the Orange","Vaal River"
"THOSE DARN ETRUSCANS","$1000","A 1927 visit to Etruscan sites inspired this author of "The Plumed Serpent" to write "Etruscan Places"","D.H. Lawrence"
