"HISTORY","$600","In 1000 Rajaraja I of the Cholas battled to take this Indian Ocean island now known for its tea","Ceylon (or Sri Lanka)"
"ESPN's TOP 10 ALL-TIME ATHLETES","$600","No. 1: Lettered in hoops, football & lacrosse at Syracuse & if you think he couldn't act, ask his 11 "unclean" buddies","Jim Brown"
"EVERYBODY TALKS ABOUT IT...","$600","On June 28, 1994 the nat'l weather service began issuing this index that rates the intensity of the sun's radiation","the UV index"
"THE COMPANY LINE","$600","This company's Accutron watch, introduced in 1960, had a guarantee of accuracy to within one minute a  month","Bulova"
"EPITAPHS & TRIBUTES","$600","Outlaw: "Murdered by a traitor and a coward whose name is not worthy to appear here"","Jesse James"
"3-LETTER WORDS","$600","A small demon, or a mischievous child (who might be a little demon!)","imp"
"GEOGRAPHY "E"","$600","This island in the South Pacific is named for the day of its discovery, a religious holiday","Easter Island"
"RADIO DISNEY","$600",""The songs on 'Under My Skin' are...deeper than those on 'Let Go'" said this Canadian on Radio Disney's website","Avril Lavigne"
"PARTS OF PEACH","$600","5-letter word for the hard interior of a peach","the stone"
"BE FRUITFUL & MULTIPLY","$600","3 x 4 x 5 x 6","360"
"LET'S BOUNCE","$600","In this kid's game, you bounce a small rubber ball while picking up 6-pronged metal objects","jacks"
"RHYMES WITH SMART","$600","It can be a separating line in your hair or a role in a play","a part"
"PEOPLE IN HISTORY","$600","First Lady Helen Taft led a fund-raising drive for a memorial to this 1912 marine disaster","Sinking of the Titanic"
"CINEMATIC DICTIONARY","$600","Garland Jeffreys sang of having star-studded "dreams" of this size, like movie film","35mm"
"IT'S OURS!","$600","Cook Islands","New Zealand"
"BRITISH FASHION","$600","Katharine Hamnett created the '80s T-shirt telling us to "choose" this","Life"
"ANDY WARHOL","$600","Andy's "15 minutes of fame" quote was once the motto of this magazine","Interview"
"THEATRE CROSSWORD CLUES "M"","$600","It "Becomes Electra" (8)","Mourning"
"ALASKA","$600","This second-largest Alaskan city wasn't named for an actor","Fairbanks"
"INTERNATIONAL SPORTSMEN","$600","Vladimir Samsonov is touted as Europe's only hope against China in this game","Ping-pong"
"DRAMA QUEENS","$600","A 1952 play covered the young life of this queen, like a 1998 Cate Blanchett film","Elizabeth I"
"ANGELS","$600","ABBA sang about these & Curtis Lee sang about "Pretty Little" these","Angel Eyes"
"IN EXILE","$600","Exiled for manslaughter, Eric the Red was forced to leave this country around 981","Iceland"
"THE "I"s HAVE IT","$600","Arabic for "son of", it comes before names like Saud","Ibn"
"THE CIVIL WAR","$600","Robert E. Lee saved this capital from capture with his June 1862 attack on McClellan's forces","Richmond"
"CELEBS","$600","He auditioned for & won the part of Ron Weasley with a rap that he wrote","Rupert Grint"
"WHAT'S IN A NAME?","$600","This feminine form of Rex is from the Latin for "queen"","Regina"
"EMOTICONS","$600",":-* Gene Simmons might accept one of these from any pretty woman","a kiss"
"FLAG 'EM DOWN","$600","The 2 colors found on all 3 national flags of the U.S., Mexico & Canada","red & white"
