"ROYAL FEMALE NICKNAMES","$300","Mark Antony called her "The Queen of Queens"","Cleopatra"
"TV ACTORS & ROLES","$300","(Hi, I'm Wallace Langham)  I played Don Kirshner in VH1's TV movie about this quartet who sang "Daydream Believer"","The Monkees"
"TRAVEL & TOURISM","$300","We're not stringing you along: this capital of the Czech Republic is famous for its puppet theatres","Prague"
""I" LADS","$300","Nudge, nudge, wink, wink!  This man seen here starred on a classic British comedy show","Eric Idle"
"FOREWORDS","$300","She said that her husband Frank O'Connor was the fuel that kept her spirited while she wrote "The Fountainhead"","Ayn Rand"
"BACKWORDS","$300","You'd be naive to think you can make bottled water that's more popular than this","Evian (naive)"
"GENERAL SCIENCE","$300","While compounds of this element are added to table salt, in its pure form it's quite poisonous","Iodine"
"GETTING POSSESSIVE","$300","While one creation slept, God took this to make Eve","Adam's rib"
"FLAGS OF THE WORLD","$300","Andy Garcia is a native of this country whose flag is seen here","Cuba"
"ARCHITECTS","$300","Charles Bulfinch, who contributed to the Capitol in Washington, D.C., designed this city's state house on Beacon Hill","Boston"
"1994 FILMS","$300","Jean Vander Pyl, who played Wilma in the original cartoon series, played Mrs. Feldspar in this movie adaptation","The Flintstones"
"THE EYES HAVE IT","$300","A hollow area that holds a light bulb","Socket"
"AMERICAN EXPLORERS","$300","Co-commanders of the 1st U.S. expedition to explore from Mississippi to the west coast","Lewis & Clark"
"MEASURING DEVICES","$300","An odometer measures the distance covered by a vehicle & this device measures how far you've walked","a pedometer"
"MYTHOLOGY","$300","The sister of Orestes, mourning became her","Electra"
"TELEVISION","$300","This crime drama with Robert Wagner & Stefanie Powers was created by Sidney Sheldon","Hart to Hart"
"ANNUAL EVENTS","$300","Dog lovers look forward to the Westminster Kennel Club dog show, held each February in this city","New York City"
"HOMOPHONIC PAIRS","$300","Contented performing kittens might be paid this way","per purr"
"AT THE KENNEDY CENTER","$300","This president's 1972 visit to China inspired an opera that played at the Kennedy Center in 1988","Richard Nixon"
"NATIONAL MONUMENTS","$300","Seminole Indian leader Osceola is buried at this fort where the Civil War began","Fort Sumter"
"THE CIRCUS","$300","Pink is the most popular color of this fluffy confection made from spun sugar","cotton candy"
"ON THE RADIO","$300","Call letters east of the Mississippi generally start with W; in the west, most start with this","K"
"CELEB STUFF","$300","People Magazine called his 1997 solo album "Destination Anywhere", "Tres Bon"","Jon Bon Jovi"
"COMMON BONDS","$300","Peeling onions, watching Mel Gibson's film "Forever Young", missing Final Jeopardy!","things that make you cry"
"ACTRESSES' FIRST FILMS","$300",""The Outlaw"","Jane Russell"
"LIBRARIES","$300","Sterling Memorial Library in New Haven, Connecticut houses the archives of this university","Yale"
"TELEPHONE HISTORY","$300","On Oct. 30, 1938 phone traffic peaked in cities all over America as people discussed this broadcast","the "War of the Worlds""
"VERMONTERS","$300","This plow inventor was a Vermont blacksmith before moving to Grand Detour, Illinois","John Deere"
""X", "Y", "Z"","$300","Despite its bulk, this wild ox found in Tibet is an excellent swimmer","a yak"
"SHAKESPEAREAN LAST SCENES","$300","Near the end of "Henry VIII", this princess is described as "a most unspotted lily", who will die a virgin","Elizabeth I"
