"HISTORY","$800","Karl led the first of these Marxist organizational efforts; the second one began in 1889","the International"
"ESPN's TOP 10 ALL-TIME ATHLETES","$800","No. 10: FB/LB for Columbia U. in the 1920s; MVP for the Yankees in '27 & '36; "Gibraltar in Cleats"","(Lou) Gehrig"
"EVERYBODY TALKS ABOUT IT...","$800","Africa's lowest temperature was 11 degrees below zero in 1935 at Ifrane, just south of Fez in this country","Morocco"
"THE COMPANY LINE","$800","Edward Teller & this man partnered in 1898 to sell high fashions to women","(Paul) Bonwit"
"3-LETTER WORDS","$800","In geologic time one of these, shorter than an eon, is divided into periods & subdivided into epochs","era"
"PRESIDENTIAL STATES OF BIRTH","$800","1 of the 2 born in Vermont","Coolidge (or Chester Arthur)"
"AIRLINE TRAVEL","$800","When it began on Pan Am & Qantas in the late '70s, it was basically a roped-off part of the economy cabin with free drinks","business class"
"THAT OLD-TIME RELIGION","$800","Ali, who married this man's daughter Fatima, is considered by Shia Muslims to be his true successor","Muhammed"
"MUSICAL TRAINS","$800","During the 1954-1955 Sun sessions, Elvis climbed aboard this train "sixteen coaches long"","the "Mystery Train""
""X"s & "O"s","$800","The shorter glass seen <a href="http://www.j-archive.com/media/2004-12-31_DJ_12.jpg" target="_blank">here</a>, or a quaint cocktail made with sugar & bitters","an old-fashioned"
"GEOGRAPHY "E"","$800","Parts of the Arabian and Libyan deserts are found in this African country","Egypt"
"RADIO DISNEY","$800",""I Never Told You" this alliteratively named singer hit Disney's Top 30 with "Fallin' For You"; wait, I just did","Colbie Caillat"
"PARTS OF PEACH","$800","These parts of a peach tree are glossy green, pointed & lance shaped","leaves"
"BE FRUITFUL & MULTIPLY","$800","5 x 10 x 15","750"
"LET'S BOUNCE","$800","It's a type of bounce house, or a dance made famous by Michael Jackson","the moonwalk"
"RHYMES WITH SMART","$800","A graphic representation of information","a chart"
"SCIENCE CLASS","$800","During this plant process, carbon dioxide & water combine with light energy to create oxygen & glucose","photosynthesis"
"KIDS IN SPORTS","$800","The perfect waves of New Zealand's Piha Beach were the site for the 2010 World Junior Championships of this","surfing"
"JUST THE FACTS","$800","This city, the seat of Clark County, Nevada, has been called "the entertainment capital of the world"","Las Vegas"
"SEE & SAY","$800","Say <a href="http://www.j-archive.com/media/2010-07-06_DJ_27.jpg" target="_blank">this</a> state that was admitted to the Union in 1859","Oregon"
"NEWS TO ME","$800","This car company has been in the news for widespread recalls of its Corollas & other models","Toyota"
"IN THE DICTIONARY","$800","As an adjective, it can mean proper; as a verb, "to grade papers"","correct"
"PEOPLE IN HISTORY","$800","This Chiricahua Apache was a popular attraction at the 1904 World's Fair in St. Louis","Geronimo"
"IT'S OURS!","$800","Madeira Islands","Portugal"
"THEATRE CROSSWORD CLUES "M"","$800","Colchian jilted by Jason (5)","Medea"
"1994 FILMS","$800","In this film Martin Scorsese says the TV audience wants "To  watch the money"","Quiz Show"
"ALASKA","$800","One of the 3 mottos that have been featured on regular Alaskan license plates",""The Last Frontier", "The Great Land", or "North to the Future""
"INTERNATIONAL SPORTSMEN","$800","The Times of London estimates this chess player is taking home $20 mil. a year; that's some check, mate!","Garry Kasparov"
"ANGELS","$800","Group whose feast day is October 2, or a group founded in 1979 by Curtis Sliwa","Guardian Angels"
"IN EXILE","$800","David Ben-Gurion went to the U.S. in 1915 when this empire exiled Zionists from Palestine","Ottoman Empire"
"THE "I"s HAVE IT","$800","From the Latin for "to overhang", it means "likely to happen at any moment"","Imminent"
"THE CIVIL WAR","$800","In Feb. 2005 a reenactment was staged for this 140th anniversary of this fort's reoccupation by Union troops","Fort Sumter"
"CELEBS","$800","Her 18th birthday party was "A Cinderella Story" with 300 guests & red velvet cake","Hilary Duff"
"EMOTICONS","$800","=|:-)= This is an extension of the initials U.S.","Uncle Sam"
"FLAG 'EM DOWN","$800","The <a href="http://www.j-archive.com/media/2006-02-06_J_29.jpg" target="_blank">flag</a> of this U.S. possession is almost the same as the flag of Cuba","Puerto Rico"
""TEEN" SCENE","$800","Golfing "hole" with a bar (where you can't go), or the amendment granting women's suffrage","19th"
"NOT A CURRENT NATIONAL CAPITAL","$800","Istanbul, Ottawa, Amman","Istanbul"
"U.S. WINTER OLYMPIANS","$800","(<a href="http://www.j-archive.com/media/2006-02-06_DJ_23.jpg" target="_blank">Jimmy of the Clue Crew puts some lines on the ice in the Olympic Oval rink at Park City, UT.</a>)  In 1998, <a href="http://www.j-archive.com/media/2006-02-06_DJ_23a.jpg" target="_blank">this U.S. skater</a> was 2nd at Nagano; in 2002, she was 3rd here in Utah","Michelle Kwan"
"SCIENCE","$800","The largest tree, the General Sherman in California, is this type, also called a Sierra Redwood","a sequoia"
"WORDS OF THE WRITER","$800",""Take thy beak from out my heart, and take thy form from off my door!"","Edgar Allan Poe"
"AT THE MALL","$800","SKX is the stock symbol for this manufacturer of sporty shoes","Skechers"
"OLD FOLKS IN THEIR 30s","$800","The district of conservative rep. Patrick McHenry in this state includes Mooresville, a home of NASCAR","North Carolina"
"MOVIES & TV","$800","Tim Robbins played a public TV newsman in "Anchorman: The Legend of" him","Ron Burgundy"
"A STATE OF COLLEGE-NESS","$800","Wayne State, Kalamazoo College, Madonna University (it's Franciscan Catholic, not Material Girl)","Michigan"
"ANIMAL COLLECTIVE","$800","It can be a pack of dogs, or a place to board them","a kennel"
"PARLEZ VOUS?","$800","When mom tells you to do something "Maintenant!", she means this","now"
"AMERICAN AUTHORS","$800","During the War Of 1812, this "Rip Van Winkle" author wrote biographies of Naval commanders","Washington Irving"
"ALBUMS THAT ROCK","$800",""American Idiot", "Dookie"","Green Day"
"ANATOMY","$800","The human body has 3 types of these: skeletal, smooth & cardiac, a combination of skeletal & smooth","muscles"
"MATHEM-ATTACK!","$800","You should answer this one automatically: It's the property that says a = a","reflexive"
"NAME THE DECADE","$800","The first controlled nuclear chain reaction","the 1940s"
"WORD ORIGINS","$800","This New York island's name may come from the Algonquian word for "island"","Manhattan"
"NOTABLE NONHUMANS","$800","In 1945 this famous scottie was injured in a fight with Blaze, Elliott Roosevelt's mastiff","Fala"
"ART & ARTISTS","$800","His sculpture, "The Age of Bronze", exhibited in 1877, was inspired by Michelangelo","Auguste Rodin"
"BUSINESS & INDUSTRY","$800","Only Philip Morris & this Cincinnati-based firm have yearly ad expenditures exceeding $2 billion","Procter & Gamble"
"HISTORY","$800","On May 30, 1967 Colonel Ojukwu declared Biafra's independence from this country, starting a civil war","Nigeria"
"POETS","$800","Her "I Heard a Fly Buzz" may have been based on a chapter in "The House of the Seven Gables"","Emily Dickinson"
"LOST IN SPACE","$800","Piers Sellers lost a tool in space while spreading putty into this Space Shuttle named for Capt. Cook's ship","Discovery"
"TIMELESS TV","$800","Shown Saturday afternoons on ABC, this sport's tour outdrew college football & moved to ESPN in 1997","the pro bowling tour"
"LET'S HIT IT","$800","Everlast makes these that come in speed and heavy varieties","punching bags"
"WORLD BOOK DESCRIBES THE "G" MAN","$800",""Served under the Apache leaders Cochise and Mangas Coloradas... in 1894, he was moved to Fort Sill","Geronimo"
"MONEY SLANG","$800","You don't get 5 guesses at this winglike appendage to the underwater portion of a hull","a fin"
"PLAY HEROINES","$800","Emily Webb of Grover's Corners","Our Town"
"DEFENESTRATION IN CINEMA","$800","In this Bruce Willis movie, the villain goes out the window of the Nakatomi building, gun in hand","Die Hard"
"A MASSIVE "M"ETROPOLIS","$800","11 million: on Luzon Island","Manila"
"TAINTED GOV","$800","In 2006 this Illinois governor was busted for racketeering; what's in the water there?","George Ryan"
"MEDICINE","$800","In 1905 German scientist Alfred Einhorn created this first injectable local anesthetic used in dentistry","novocaine"
"4 CONSONANTS IN A ROW","$800","A caterpillar that moves by contraction & expansion","an inchworm"
"AMERICAN AUTHORS","$800","Under the name Laura Bancroft, he wrote about Twinkle & Chubbins in Nature Fairyland after taking us to Oz","L. Frank Baum"
"BEGINNING & END","$800","These titles of the <a href="http://www.j-archive.com/media/2007-05-30_J_17.jpg" target="_blank">2 paintings</a> <a href="http://www.j-archive.com/media/2007-05-30_J_17a.jpg" target="_blank">seen here</a> represent the beginning & end of Jesus' life",""The Nativity" & "The Crucifixion""
"STATE SUPERLATIVES","$800","Considered the healthiest state in 2006, it's also home to the Mayo Clinic","Minnesota"
"3 LITTLE LETTERS","$800","Its headquarters compound in Langley, Virginia is named for Former President George Bush","the CIA"
"CALL OUT THE VOICE SQUAD","$800","He voiced Puss In Boots in "Shrek 2"","Antonio Banderas"
